gene,chrom,start,end,strand,promoter_start,promoter_end,s2s_signal,s3_signal,diff,state,cell_type
Prkcg,chr7,3289179,3331099,+,3279179,3289179,6.941857079648971,5.869852670248349,-1.0720044094006216,Mixed,NSC
Ndufa3,chr7,3617373,3620327,+,3607373,3617373,5.08959130102396,4.546038688611984,-0.5435526124119763,Mixed,NSC
Prpf31,chr7,3629985,3642486,+,3619985,3629985,8.247033456742763,6.288725075980028,-1.9583083807627348,Mixed,NSC
Cnot3,chr7,3645268,3661109,+,3635268,3645268,6.840804272603989,6.205697134296099,-0.6351071383078892,Mixed,NSC
Leng1,chr7,3660098,3665840,-,3665840,3675840,7.188723706603049,6.609339154859384,-0.5793845517436651,Mixed,NSC
Tsen34,chr7,3692863,3701024,+,3682863,3692863,7.592676664817333,5.965577298879624,-1.6270993659377089,Mixed,NSC
Rps9,chr7,3703993,3706897,+,3693993,3703993,6.656497937357425,5.085841034050783,-1.5706569033066424,Mixed,NSC
D030047H15Rik,chr7,4126340,4136926,-,4136926,4146926,8.92894985743761,6.805534087904294,-2.123415769533316,Euchromatin,NSC
Leng8,chr7,4137039,4148177,+,4127039,4137039,7.266663847148418,6.481176698966821,-0.7854871481815975,Mixed,NSC
Leng9,chr7,4147915,4150374,-,4150374,4160374,4.457960746085644,4.902004712863763,0.4440439667781195,Mixed,NSC
Ppp1r12c,chr7,4481520,4501680,-,4501680,4511680,8.160044881403445,6.750492821574212,-1.4095520598292337,Mixed,NSC
Ppp6r1,chr7,4631495,4659019,-,4659019,4669019,6.962630804276466,5.918932175115745,-1.0436986291607209,Mixed,NSC
Brsk1,chr7,4690604,4715997,+,4680604,4690604,5.575418922686576,5.524310592377186,-0.05110833030938977,Mixed,NSC
Kmt5c,chr7,4740115,4747514,+,4730115,4740115,6.5612967004776,5.556510737339656,-1.0047859631379437,Mixed,NSC
Il11,chr7,4772373,4782859,-,4782859,4792859,6.813884192657471,6.5024456433018045,-0.3114385493556666,Mixed,NSC
Tmem238,chr7,4784557,4789656,-,4789656,4799656,7.1322877100229265,6.055556624881427,-1.0767310851414997,Mixed,NSC
Rpl28,chr7,4792874,4795066,+,4782874,4792874,6.808566018605233,6.5033195428252215,-0.3052464757800113,Mixed,NSC
Ube2s,chr7,4794546,4812590,-,4812590,4822590,6.115281263291836,5.452631826102734,-0.6626494371891019,Mixed,NSC
Shisa7,chr7,4825552,4844696,-,4844696,4854696,7.696960834455491,5.701366087257862,-1.9955947471976287,Mixed,NSC
Isoc2b,chr7,4844959,4870258,-,4870258,4880258,6.194139392411708,5.652817697886626,-0.5413216945250827,Mixed,NSC
Isoc2a,chr7,4877153,4896973,+,4867153,4877153,6.460379248034954,5.824176027723152,-0.6362032203118018,Mixed,NSC
Zfp628,chr7,4915217,4922002,+,4905217,4915217,8.247076521718501,5.525227302074431,-2.72184921964407,Euchromatin,NSC
Zfp579,chr7,4983483,4996158,-,4996158,5006158,6.050589115166664,5.17055122265021,-0.8800378925164543,Mixed,NSC
Fiz1,chr7,5007059,5014697,-,5014697,5024697,7.449670546352863,6.055701103361447,-1.3939694429914153,Mixed,NSC
Zfp524,chr7,5014415,5018488,+,5004415,5014415,7.021542150735854,6.152298544486364,-0.8692436062494906,Mixed,NSC
