gene,chrom,start,end,strand,promoter_start,promoter_end,s2s_signal,s3_signal,diff,state,cell_type
Prkcg,chr7,3289179,3331099,+,3279179,3289179,5.678025404596329,4.660458861279488,-1.0175665433168408,Mixed,Neu
3300002P13Rik,chr7,3421665,3423445,-,3423445,3433445,3.2970826021432873,3.8702363463242846,0.5731537441809973,Mixed,Neu
Ndufa3,chr7,3617373,3620327,+,3607373,3617373,5.912916627764702,4.1682229905446375,-1.744693637220064,Mixed,Neu
Prpf31,chr7,3629985,3642486,+,3619985,3629985,5.826341913938522,4.6205818083286285,-1.2057601056098939,Mixed,Neu
Cnot3,chr7,3645268,3661109,+,3635268,3645268,5.8055461634635925,5.172990051738421,-0.6325561117251715,Mixed,Neu
Leng1,chr7,3660098,3665840,-,3665840,3675840,4.2498315994739535,4.9175008890628815,0.667669289588928,Mixed,Neu
Mboat7,chr7,3677789,3693523,-,3693523,3703523,3.7492971937656403,3.275577663962046,-0.47371952980359433,Mixed,Neu
Tsen34,chr7,3692863,3701024,+,3682863,3692863,4.656047316789627,4.560758505233129,-0.0952888115564976,Mixed,Neu
Rps9,chr7,3703993,3706897,+,3693993,3703993,3.7310001207470895,3.369784807650248,-0.3612153130968414,Mixed,Neu
D030047H15Rik,chr7,4126340,4136926,-,4136926,4146926,7.839644283413887,4.772798241146405,-3.066846042267482,Euchromatin,Neu
Leng8,chr7,4137039,4148177,+,4127039,4137039,5.522655197000503,5.483564313912392,-0.03909088308811093,Mixed,Neu
Leng9,chr7,4147915,4150374,-,4150374,4160374,5.145210617852211,4.455861417849858,-0.6893492000023524,Mixed,Neu
Ppp1r12c,chr7,4481520,4501680,-,4501680,4511680,5.762648885607719,4.644138177315394,-1.118510708292325,Mixed,Neu
Ppp6r1,chr7,4631495,4659019,-,4659019,4669019,5.359136412382125,4.511806599887212,-0.8473298124949133,Mixed,Neu
Brsk1,chr7,4690604,4715997,+,4680604,4690604,3.6328744276762004,4.397756279079119,0.7648818514029188,Mixed,Neu
Kmt5c,chr7,4740115,4747514,+,4730115,4740115,5.110608338832856,4.496114103078842,-0.6144942357540142,Mixed,Neu
Tmem238,chr7,4784557,4789656,-,4789656,4799656,4.895099029779434,4.126554068946839,-0.7685449608325952,Mixed,Neu
Rpl28,chr7,4792874,4795066,+,4782874,4792874,5.056234974932671,4.620115227063497,-0.4361197478691743,Mixed,Neu
Ube2s,chr7,4794546,4812590,-,4812590,4822590,3.6091139656305313,3.7614919203122454,0.1523779546817141,Mixed,Neu
Shisa7,chr7,4825552,4844696,-,4844696,4854696,5.471853174757958,4.3834809130509695,-1.0883722617069882,Mixed,Neu
Isoc2b,chr7,4844959,4870258,-,4870258,4880258,4.959610093069077,3.66537244998614,-1.2942376430829374,Mixed,Neu
Isoc2a,chr7,4877153,4896973,+,4867153,4877153,5.641294779062271,4.089741773708662,-1.5515530053536093,Mixed,Neu
Zfp628,chr7,4915217,4922002,+,4905217,4915217,5.386245296359062,4.405561281863849,-0.9806840144952131,Mixed,Neu
Zfp579,chr7,4983483,4996158,-,4996158,5006158,5.754897170758247,4.711064038292567,-1.0438331324656804,Mixed,Neu
Fiz1,chr7,5007059,5014697,-,5014697,5024697,4.874399667572975,4.733243927502632,-0.14115574007034315,Mixed,Neu
Zfp524,chr7,5014415,5018488,+,5004415,5014415,6.866736579060554,4.8225383144815765,-2.044198264578977,Euchromatin,Neu
Ccdc106,chr7,5020553,5060785,+,5010553,5020553,5.555919320821761,4.573358529877663,-0.9825607909440981,Mixed,Neu
Zfp784,chr7,5034439,5038446,-,5038446,5048446,4.241290484428406,4.466470945906639,0.22518046147823334,Mixed,Neu
Zfp580,chr7,5051538,5053723,+,5041538,5051538,3.80841477098465,4.9533723392645514,1.1449575682799016,Mixed,Neu
U2af2,chr7,5062143,5079938,+,5052143,5062143,5.048440555953979,3.8719570041100178,-1.1764835518439614,Mixed,Neu
Epn1,chr7,5080235,5098178,+,5070235,5080235,6.338148233532905,4.1869973065455754,-2.15115092698733,Euchromatin,Neu
Rasl2-9,chr7,5124938,5125950,-,5125950,5135950,7.562537196159362,5.14433455256621,-2.418202643593152,Euchromatin,Neu
Zfp787,chr7,6131491,6155997,-,6155997,6165997,4.370910011398792,5.102120895504951,0.7312108841061589,Mixed,Neu
Zfp667,chr7,6286579,6307883,+,6276579,6286579,6.308747066259384,4.502556768306096,-1.8061902979532878,Mixed,Neu
Zfp583,chr7,6315660,6331285,-,6331285,6341285,4.226261751055717,5.3378108001152675,1.1115490490595503,Mixed,Neu
Zfp78,chr7,6363280,6382605,+,6353280,6363280,3.0297684929370874,4.522562881787619,1.4927943888505313,Mixed,Neu
Zfp28,chr7,6383295,6396915,+,6373295,6383295,5.146203764081001,5.0058861922224365,-0.14031757185856453,Mixed,Neu
Zim1,chr7,6671269,6696450,-,6696450,6706450,3.3350707786083227,3.9682018841107687,0.633131105502446,Mixed,Neu
Peg3,chr7,6703892,6730431,-,6730431,6740431,3.016709383714199,4.676694571216902,1.6599851875027025,Mixed,Neu
Zfp954,chr7,7114690,7121488,-,7121488,7131488,2.779710305690765,3.8453363234043123,1.0656260177135475,Mixed,Neu
Vmn2r29,chr7,7231327,7247328,-,7247328,7257328,0.9782607947587967,0.26617411201794944,-0.7120866827408472,Mixed,Neu
Clcn4,chr7,7282309,7300851,-,7300851,7310851,0.803356017112732,0.7840396696090699,-0.019316347503662068,Mixed,Neu
Mir5620,chr7,7298891,7298946,+,7288891,7298891,6.487445971035957,5.220077299229303,-1.2673686718066532,Mixed,Neu
Zik1,chr7,10487229,10495394,-,10495394,10505394,4.05999286737442,5.16873073492845,1.10873786755403,Mixed,Neu
Zfp606,chr7,12478293,12496235,+,12468293,12478293,6.5631609723329545,5.139204903944334,-1.4239560683886205,Mixed,Neu
Zscan18,chr7,12768090,12803635,-,12803635,12813635,3.9884289826154706,6.15214138631026,2.163712403694789,Heterochromatin,Neu
Zfp329,chr7,12804977,12818858,-,12818858,12828858,3.5736379873752595,5.618733285530408,2.0450952981551485,Heterochromatin,Neu
Zfp110,chr7,12834761,12850577,+,12824761,12834761,3.3830298185825343,4.451229904317856,1.0682000857353215,Mixed,Neu
Zscan22,chr7,12897815,12909083,+,12887815,12897815,6.912406233787537,4.7077359831333165,-2.20467025065422,Euchromatin,Neu
Rps5,chr7,12922290,12926686,+,12912290,12922290,4.92696213054657,4.518256126920383,-0.4087060036261869,Mixed,Neu
Rnf225,chr7,12927416,12931072,+,12917416,12927416,5.129691400814057,4.282263671851158,-0.8474277289628986,Mixed,Neu
Zfp324,chr7,12965838,12974236,+,12955838,12965838,3.948128278231621,4.890919011632601,0.94279073340098,Mixed,Neu
