gene,chrom,start,end,s2s_signal,s3_signal,ratio,state
Klf6,chr13,5856482,5866482,66.17753056886792,66.17753056886792,1.0,intermediate
Psma2,chr13,14608240,14618240,24.392166159371538,24.392166159371538,1.0,intermediate
Sugct,chr13,17690553,17700553,35.06174087960124,35.06174087960124,1.0,intermediate
Cdk13,chr13,17800097,17810097,24.1395295080781,24.1395295080781,1.0,intermediate
Zscan12,chr13,21357820,21367820,8.997566653956971,8.997566653956971,1.0,intermediate
Zfp184,chr13,21940094,21950094,26.626708908005554,26.626708908005554,1.0,intermediate
Abt1,chr13,23418866,23428866,20.95184597301682,20.95184597301682,1.0,intermediate
H2ac8,chr13,23566220,23576220,35.56514019505183,35.56514019505183,1.0,intermediate
H4c3,chr13,23693454,23703454,20.12376182596485,20.12376182596485,1.0,intermediate
H4c2,chr13,23752013,23762013,30.17981511004567,30.17981511004567,1.0,intermediate
Sox4,chr13,28948713,28958713,36.71045504061381,36.71045504061381,1.0,intermediate
E2f3,chr13,29981063,29991063,71.98241596398353,71.98241596398353,1.0,intermediate
Wrnip1,chr13,32797038,32807038,29.19470900052786,29.19470900052786,1.0,intermediate
Tubb2a,chr13,34073007,34083007,19.758056040249265,19.758056040249265,1.0,intermediate
Prpf4b,chr13,34870302,34880302,26.24631235079964,26.24631235079964,1.0,intermediate
Lyrm4,chr13,36112526,36122526,29.583989526154596,29.583989526154596,1.0,intermediate
Cage1,chr13,38032069,38042069,16.341439609885214,16.341439609885214,1.0,intermediate
Bmp6,chr13,38340107,38350107,15.962704500742754,15.962704500742754,1.0,intermediate
A730081D07Rik,chr13,40996151,41006151,20.148102176392076,20.148102176392076,1.0,intermediate
Pak1ip1,chr13,40996023,41006023,20.017152373103297,20.017152373103297,1.0,intermediate
Mak,chr13,41074706,41084706,9.142096627213556,9.142096627213556,1.0,intermediate
Sirt5,chr13,43360496,43370496,8.721580419709285,8.721580419709285,1.0,intermediate
Cd83,chr13,43779775,43789775,13.078306370248399,13.078306370248399,1.0,intermediate
Jarid2,chr13,44724474,44734474,40.22612245960037,40.22612245960037,1.0,intermediate
Atxn1,chr13,45960008,45970008,27.68826029389898,27.68826029389898,1.0,intermediate
Id4,chr13,48256228,48266228,38.042204676093654,38.042204676093654,1.0,intermediate
Cenpp,chr13,49647785,49657785,25.41894962743918,25.41894962743918,1.0,intermediate
S1pr3,chr13,51403639,51413639,20.110427750657003,20.110427750657003,1.0,intermediate
Cks2,chr13,51640232,51650232,17.850955356041588,17.850955356041588,1.0,intermediate
Sema4d,chr13,51788747,51798747,11.90507409757177,11.90507409757177,1.0,intermediate
Nfil3,chr13,52976073,52986073,33.017224131530526,33.017224131530526,1.0,intermediate
Msx2,chr13,53468074,53478074,6.679703306694825,6.679703306694825,1.0,intermediate
Cltb,chr13,54606344,54616344,32.903806427719196,32.903806427719196,1.0,intermediate
Rnf44,chr13,54688907,54698907,58.57564327821037,58.57564327821037,1.0,intermediate
Grk6,chr13,55440072,55450072,54.69721012051701,54.69721012051701,1.0,intermediate
Pdlim7,chr13,55508676,55518676,22.925900337256987,22.925900337256987,1.0,intermediate
Ddx41,chr13,55531658,55541658,27.152226127580803,27.152226127580803,1.0,intermediate
Caml,chr13,55618005,55628005,13.151616730292638,13.151616730292638,1.0,intermediate
Pcbd2,chr13,55722368,55732368,15.69074632000923,15.69074632000923,1.0,intermediate
Neurog1,chr13,56247163,56257163,12.019673814511298,12.019673814511298,1.0,intermediate
Fbxl21,chr13,56517472,56527472,8.53719883315762,8.53719883315762,1.0,intermediate
Spock1,chr13,57903332,57913332,10.860587521392107,10.860587521392107,1.0,intermediate
Hnrnpk,chr13,58398343,58408343,20.336604385200143,20.336604385200143,1.0,intermediate
Etohd2,chr13,59764497,59774497,31.585988974179823,31.585988974179823,1.0,intermediate
Gas1,chr13,60172365,60182365,72.23028611206016,72.23028611206016,1.0,intermediate
Ercc6l2,chr13,63810240,63820240,23.064150130252045,23.064150130252045,1.0,intermediate
Zfp367,chr13,64148202,64158202,47.05710798642039,47.05710798642039,1.0,intermediate
Cdk20,chr13,64427314,64437314,38.57460097918511,38.57460097918511,1.0,intermediate
Ice1,chr13,70632634,70642634,33.40965646631121,33.40965646631121,1.0,intermediate
Pdcd6,chr13,74312580,74322580,18.374879468113182,18.374879468113182,1.0,intermediate
Cetn3,chr13,81778077,81788077,41.33674554190437,41.33674554190437,1.0,intermediate
Rasa1,chr13,85284130,85294130,17.746724850207567,17.746724850207567,1.0,intermediate
Xrcc4,chr13,90084608,90094608,22.502855693449575,22.502855693449575,1.0,intermediate
Rps23,chr13,90917958,90927958,29.02114989726543,29.02114989726543,1.0,intermediate
Dhfr,chr13,92349726,92359726,46.27746022422712,46.27746022422712,1.0,intermediate
Homer1,chr13,93294635,93304635,20.92518135852615,20.92518135852615,1.0,intermediate
Sv2c,chr13,96127577,96137577,11.399234118501345,11.399234118501345,1.0,intermediate
Hmgcr,chr13,96665936,96675936,30.829928641611342,30.829928641611342,1.0,intermediate
Utp15,chr13,98258041,98268041,20.789360014073054,20.789360014073054,1.0,intermediate
Gm9828,chr13,98311422,98321422,9.132224335779746,9.132224335779746,1.0,intermediate
Fcho2,chr13,98810449,98820449,31.73891329523524,31.73891329523524,1.0,intermediate
Slc30a5,chr13,100828427,100838427,22.635618613868953,22.635618613868953,1.0,intermediate
Pde4d,chr13,108444948,108454948,3.9815919901748504,3.9815919901748504,1.0,intermediate
Gpbp1,chr13,111485111,111495111,44.427285022374,44.427285022374,1.0,intermediate
Hmgcs1,chr13,119685379,119695379,71.3654131207188,71.3654131207188,1.0,intermediate
Nim1k,chr13,119750882,119760882,48.39050883619785,48.39050883619785,1.0,intermediate
