gene,chrom,start,end,neu_signal,nsc_signal,fold_change,enriched_in,gfp_phase,gfp_s3_s2s_ratio
Plag1,chr4,3933423,3943423,79.03389311170578,30.070518797993657,2.6282849871209746,Neurons,intermediate,1.0
Penk,chr4,4133819,4143819,11.73291306347847,4.58827158900102,2.5571531318251837,Neurons,intermediate,1.0
Ubxn2b,chr4,6186098,6196098,12.626253144820533,8.486065587258338,1.4878806927651615,Neither,,
Sdcbp,chr4,6360650,6370650,23.449270857810973,12.668127396623293,1.851044761679726,Neither,,
Tox,chr4,6986557,6996557,26.606704784814514,12.966029650187494,2.0520317709152986,Neurons,intermediate,1.0
Asph,chr4,9664344,9674344,86.42368289806048,33.11657306168874,2.609680740125875,Neurons,intermediate,1.0
Plekhf2,chr4,11002927,11012927,25.92973802860578,12.57431272470951,2.062119703580444,Neurons,intermediate,1.0
Ndufaf6,chr4,11071205,11081205,12.907299230416617,9.717788344581923,1.3282136606332842,Neither,,
Trp53inp1,chr4,11151431,11161431,23.488611954816182,16.10100844598214,1.4588286214257316,Neither,,
Ints8,chr4,11249258,11259258,20.610942218494415,12.973169917623201,1.5887360105023987,Neither,,
Virma,chr4,11480958,11490958,31.481235563675558,15.576211783925693,2.0211098821963565,Neurons,intermediate,1.0
1700123M08Rik,chr4,11961565,11971565,32.76561414456368,21.686734308322272,1.5108597578008733,Neither,,
Tmem67,chr4,12085020,12095020,24.713960629145305,13.602664243181545,1.8168470666717658,Neither,,
Otud6b,chr4,14821587,14831587,41.49012779680888,12.36916853528023,3.3543182533626057,Neurons,intermediate,1.0
Tmem64,chr4,15260831,15270831,15.654066190083823,13.61002870488167,1.1501861259461557,Neither,,
Osgin2,chr4,16008888,16018888,15.23215202064514,7.804337748686472,1.9517545897099116,Neither,,
Mmp16,chr4,17847893,17857893,20.31624360750516,17.56541428472201,1.1566048644338414,Neither,,
Wwp1,chr4,19703993,19713993,26.991772974499067,15.519483827861151,1.7392184736223275,Neither,,
Prdm13,chr4,21680963,21690963,5.451316375494003,2.7423959795633954,1.987793307792802,Neither,,
Ccnc,chr4,21722701,21732701,29.147631933132804,12.757806708057721,2.284689884408063,Neurons,intermediate,1.0
Pnisr,chr4,21842583,21852583,64.05604712235133,22.76022508394718,2.814385485472644,Neurons,intermediate,1.0
Coq3,chr4,21874673,21884673,17.56053488896688,14.450709968090058,1.2152022238176472,Neither,,
Pou3f2,chr4,22483366,22493366,95.09132863720258,51.96583078775405,1.829881812639301,Neither,,
Gm30731,chr4,22485548,22495548,127.61916965014139,71.18526159188747,1.7927751727849988,Neither,,
Ndufaf4,chr4,24893083,24903083,29.073899165391925,19.518818389781316,1.4895317218901416,Neither,,
Ufl1,chr4,25276821,25286821,26.27107883416812,11.457577110648154,2.2929000241903643,Neurons,intermediate,1.0
Epha7,chr4,28808131,28818131,45.42581209657987,18.266125064587595,2.486888266447193,Neurons,intermediate,1.0
Map3k7,chr4,31959097,31969097,12.687565194813411,5.981942148685455,2.1209775821054255,Neurons,intermediate,1.0
Casp8ap2,chr4,32610451,32620451,66.56555408032735,21.997423088788988,3.02606145327325,Neurons,intermediate,1.0
Pm20d2,chr4,33184737,33194737,19.848285807530086,10.945496156811714,1.8133746998008762,Neither,,
Pnrc1,chr4,33285163,33295163,16.555545571359,13.421801816185315,1.2334815994224197,Neither,,
Rars2,chr4,34609957,34619957,22.309516722758612,14.302360202352206,1.5598486128946414,Neither,,
C9orf72,chr4,35221175,35231175,54.666350808064145,28.629943812112014,1.9094117392202958,Neither,,
Lingo2,chr4,36946747,36956747,11.711493608156838,5.084890964961052,2.3031946385592836,Neurons,intermediate,1.0
Aco1,chr4,40138081,40148081,99.74761924470266,53.6461276090622,1.8593628970127705,Neither,,
Smim27,chr4,40264579,40274579,46.69714031145573,28.01875373506546,1.6666387360767685,Neither,,
Aptx,chr4,40698194,40708194,40.880676143757505,22.588715332110723,1.8097831391785286,Neither,,
B4galt1,chr4,40849005,40859005,39.98460912601153,22.407158115307492,1.7844569543469222,Neither,,
Bag1,chr4,40943294,40953294,46.85312178044319,17.285022486130398,2.710619660346893,Neurons,intermediate,1.0
Ubap2,chr4,41270144,41280144,47.86817897985776,19.7542438018322,2.423184580490902,Neurons,intermediate,1.0
Dcaf12,chr4,41309889,41319889,16.965791218145686,10.587820295651754,1.6023875306150843,Neither,,
Ubap1,chr4,41343996,41353996,20.471375883658727,9.75912789853414,2.097664473352543,Neurons,intermediate,1.0
Kif24,chr4,41459887,41469887,67.81096284591356,24.843594433665274,2.7295149672071486,Neurons,intermediate,1.0
Enho,chr4,41635324,41645324,39.25250060750644,23.419132178123792,1.67608689805222,Neither,,
Phf24,chr4,42911660,42921660,5.782766630967458,7.565019987185797,0.7644086388089848,Neither,,
Dnajb5,chr4,42944814,42954814,97.85962051676114,36.68604543193181,2.6674889420374375,Neurons,intermediate,1.0
Vcp,chr4,42995507,43005507,61.127825544023516,29.945320081353188,2.0413148157360164,Neurons,intermediate,1.0
Stoml2,chr4,43026710,43036710,30.139525916814804,13.455345697482429,2.2399666715701017,Neurons,intermediate,1.0
Tesk1,chr4,43436939,43446939,76.315021955204,18.635002950998146,4.095251401670229,Neurons,intermediate,1.0
Rmrp,chr4,43488058,43498058,56.32765388706525,18.87883316142559,2.983640641634433,Neurons,intermediate,1.0
Hint2,chr4,43651466,43661466,59.29396887807846,34.41054942830403,1.7231334536410174,Neither,,
Clta,chr4,43999452,44009452,1.6612125820318857,4.383355543931326,0.3789819386957564,NSCs,,
Zbtb5,chr4,45007412,45017412,206.5528622778098,83.63326507751147,2.4697452871937524,Neurons,intermediate,1.0
Exosc3,chr4,45337732,45347732,12.095480527003607,9.514179702361425,1.2713109175351716,Neither,,
Dcaf10,chr4,45337101,45347101,11.913619974946975,10.602625271717708,1.1236481220105288,Neither,,
Slc25a51,chr4,45403766,45413766,38.211516209920255,15.981107072369257,2.3910431259162612,Neurons,intermediate,1.0
Igfbpl1,chr4,45821923,45831923,21.821999182748794,11.607238167361418,1.8800337227602022,Neither,,
Coro2a,chr4,46597202,46607202,20.24875424192746,9.19685306918621,2.201704658060737,Neurons,intermediate,1.0
Galnt12,chr4,47086909,47096909,11.979671151161194,12.486345759479207,0.9594217060717414,Neither,,
Alg2,chr4,47469333,47479333,47.539559402942665,29.38806101270517,1.6176487241669386,Neither,,
Nr4a3,chr4,48040153,48050153,90.57179653035799,37.09157254374822,2.441842993405893,Neurons,intermediate,1.0
Invs,chr4,48274760,48284760,42.277033432245254,27.337720556775725,1.5464725138455913,Neither,,
Smc2,chr4,52434243,52444243,28.403947732210156,15.289040699760116,1.8577979017778277,Neither,,
Nipsnap3b,chr4,53006880,53016880,37.05432251509031,20.57830244354407,1.8006501078865804,Neither,,
Abca1,chr4,53154895,53164895,31.42706325141589,19.417345035950344,1.6185046510339127,Neither,,
Rad23b,chr4,55345043,55355043,91.8153819462935,18.36021244164308,5.000779933136592,Neurons,intermediate,1.0
Klf4,chr4,55527466,55537466,29.05089914512634,16.857880644877753,1.7232830008173905,Neither,,
Elp1,chr4,56797331,56807331,29.302310682336486,14.509609316627184,2.0195106596535104,Neurons,intermediate,1.0
Ctnnal1,chr4,56860188,56870188,34.935669083420436,19.005294378519057,1.8382072062460058,Neither,,
Epb41l4b,chr4,57138437,57148437,28.14507186041673,16.369356874926883,1.7193755426962947,Neither,,
Lpar1,chr4,58548898,58558898,17.398498853588105,10.410869354009629,1.6711859751546367,Neither,,
Ugcg,chr4,59184257,59194257,16.61613975186348,12.93129473487536,1.2849556129171034,Neither,,
Hsdl2,chr4,59576563,59586563,32.58213906787236,24.116097723551594,1.3510535345049999,Neither,,
Inip,chr4,59796589,59806589,13.572086402519545,22.92998256266117,0.5918925740754867,Neither,,
Slc31a1,chr4,62355727,62365727,43.05923209071159,15.784106508016585,2.728012008081816,Neurons,intermediate,1.0
Prpf4,chr4,62403797,62413797,37.069905995527904,21.090636423826222,1.7576475764216295,Neither,,
Wdr31,chr4,62465896,62475896,7.496532136440277,6.166821258385976,1.2156233855888214,Neither,,
Bspry,chr4,62475053,62485053,7.4317537036339445,7.764068038113912,0.9571984257674415,Neither,,
4933430I17Rik,chr4,62520369,62530369,48.50196164646149,24.039642072570327,2.0175825205735123,Neurons,intermediate,1.0
Col27a1,chr4,63209004,63219004,32.178098944965996,16.161920185287794,1.9909824189243144,Neither,,
Pappa,chr4,65119174,65129174,13.067333375120162,11.185808417042097,1.1682064351479036,Neither,,
Astn2,chr4,66399611,66409611,26.745014175407093,7.613828246831893,3.51268945244932,Neurons,intermediate,1.0
Tle1,chr4,72195919,72205919,73.84215330793063,30.40044004487991,2.4289830409993436,Neurons,intermediate,1.0
Kdm4c,chr4,74237497,74247497,1.9079610018094382,6.866834155400594,0.2778516210863888,NSCs,,
Dmac1,chr4,75273305,75283305,6.8857192592620855,3.707589156627655,1.857195867280287,Neither,,
Ptprd,chr4,78206961,78216961,4.799960472448666,1.6301818250020343,2.944432577294055,Neurons,intermediate,1.0
Psip1,chr4,83481459,83491459,23.7311491726319,11.755690995001792,2.0186945354995935,Neurons,intermediate,1.0
Bnc2,chr4,84670275,84680275,14.719731814781825,13.23779969783624,1.1119470116463397,Neither,,
Cntln,chr4,84879309,84889309,14.381435835750898,11.567016256332396,1.243314223568912,Neither,,
Rraga,chr4,86570668,86580668,27.50355894885063,20.457104714512823,1.3444502207264384,Neither,,
Haus6,chr4,86607055,86617055,24.986247749090197,15.097514597296716,1.6549907991851922,Neither,,
Dennd4c,chr4,86743555,86753555,25.751543325662613,12.22647694538037,2.106211252898369,Neurons,intermediate,1.0
Mllt3,chr4,88028364,88038364,19.033866710726418,17.494674086213113,1.087980640103852,Neither,,
Focad,chr4,88089629,88099629,25.60937096627553,16.409202941846846,1.5606712316883085,Neither,,
Klhl9,chr4,88717465,88727465,17.521355611165365,12.718341056029002,1.3776447363675266,Neither,,
Cdkn2b,chr4,89306039,89316039,32.30183665443261,19.05520281255245,1.6951714957950517,Neither,,
Elavl2,chr4,91395785,91405785,5.403986799399058,4.48582633348306,1.20468034151538,Neither,,
Tusc1,chr4,93330511,93340511,10.156002990245819,5.838880824963251,1.7393749409690578,Neither,,
Plaa,chr4,94598244,94608244,20.998229862705866,20.22490820479393,1.0382361022399416,Neither,,
Jun,chr4,95047222,95057222,143.71837145932514,43.91662960807483,3.2725273487950006,Neurons,intermediate,1.0
9530080O11Rik,chr4,95962655,95972655,9.276564790248871,9.115313470443091,1.017690156276978,Neither,,
Nfia,chr4,97767734,97777734,41.737237233018874,20.692043972992895,2.0170669116832545,Neurons,intermediate,1.0
Efcab7,chr4,99824198,99834198,16.81021738073031,11.784248660588263,1.4264988685236344,Neither,,
Ror1,chr4,100090791,100100791,27.16183535806338,11.640773197690644,2.3333360161549996,Neurons,intermediate,1.0
Jak1,chr4,101260282,101270282,17.44817445394198,9.001309423597654,1.9384040291071645,Neither,,
Dnajc6,chr4,101491631,101501631,5.367795413597425,7.271119289278985,0.7382350914682495,Neither,,
Leprot,chr4,101642718,101652718,207.07456998793285,89.10264793014527,2.3240001817934215,Neurons,intermediate,1.0
Oma1,chr4,103308812,103318812,35.976933192094165,21.590914673757553,1.6662996327720172,Neither,,
Dab1,chr4,103614359,103624359,9.192305249611536,4.4316507111469905,2.0742395664193496,Neurons,intermediate,1.0
Plpp3,chr4,105152347,105162347,40.45659776980082,21.63282246482372,1.8701488368235675,Neither,,
Magoh,chr4,107874755,107884755,22.767533277829486,21.914784996151923,1.0389120076618275,Neither,,
Cpt2,chr4,107918610,107928610,14.095896579265593,9.660607074101767,1.4591108479149293,Neither,,
Podn,chr4,108091445,108101445,3.160711982448896,3.9873466420571013,0.7926855290460179,Neither,,
Scp2,chr4,108139998,108149998,2.8663489948113763,1.1149885533253352,2.5707429787173997,Neurons,intermediate,1.0
Coa7,chr4,108323140,108333140,56.33394588422775,25.911430564204853,2.174096321877722,Neurons,intermediate,1.0
Gpx7,chr4,108401961,108411961,7.608637084197999,4.317969044049581,1.7620869919582114,Neither,,
Tut4,chr4,108454426,108464426,15.802662786690396,11.164101253469786,1.4154890239623141,Neither,,
Orc1,chr4,108574423,108584423,19.90183963727951,14.97125004430612,1.3293372015283786,Neither,,
Kti12,chr4,108842785,108852785,11.471586239258448,11.72866293044885,0.9780813300957772,Neither,,
Osbpl9,chr4,109197272,109207272,30.11501571146647,17.39372250620524,1.731372666243404,Neither,,
Rnf11,chr4,109479728,109489728,4.300936821778615,10.021513505617778,0.42917038622635506,NSCs,,
Elavl4,chr4,110346909,110356909,13.043222141822179,9.146575486660003,1.4260224671895305,Neither,,
Trabd2b,chr4,114401724,114411724,17.109329865566888,11.694255519342422,1.4630542181388013,Neither,,
Gm12830,chr4,114816722,114826722,13.177410800743104,10.030690434956549,1.313709249247725,Neither,,
Faah,chr4,116012926,116022926,8.090049092864989,7.489451380252838,1.0801924843514874,Neither,,
Nsun4,chr4,116048876,116058876,19.53501211560567,12.597606479883195,1.5506923594415054,Neither,,
Pik3r3,chr4,116216618,116226618,56.13041170051893,19.164716272115708,2.9288412572111797,Neurons,intermediate,1.0
C530005A16Rik,chr4,116592630,116602630,15.93097921291987,11.228684383591016,1.41877522501216,Neither,,
Nasp,chr4,116622941,116632941,16.32913395942847,11.583529642581938,1.4096855158380508,Neither,,
Prdx1,chr4,116680544,116690544,32.41452537562052,12.088697029987971,2.681391161943346,Neurons,intermediate,1.0
Snord55,chr4,117150848,117160848,12.401892575057346,13.23781103336811,0.9368537248187262,Neither,,
Eri3,chr4,117545365,117555365,34.194722827076916,12.740271356900534,2.6839870101005325,Neurons,intermediate,1.0
Slc6a9,chr4,117829506,117839506,35.32344494485855,16.903212019395827,2.0897474932176303,Neurons,intermediate,1.0
B4galt2,chr4,117878487,117888487,22.78165280527274,11.84166649450461,1.9238552965366045,Neither,,
Atp6v0b,chr4,117882333,117892333,23.225400592072802,13.416730796257655,1.7310774841328032,Neither,,
Dph2,chr4,117887032,117897032,18.022635908985137,13.416870808498066,1.3432816165726096,Neither,,
Ipo13,chr4,117909999,117919999,23.807332053979238,14.38780618689855,1.6546881258143478,Neither,,
Cdc20,chr4,118432352,118442352,30.789288467804592,13.513276523629825,2.2784473043207014,Neurons,intermediate,1.0
Cfap57,chr4,118615777,118625777,17.036261420345305,10.561002957423527,1.613129121261177,Neither,,
Svbp,chr4,119190306,119200306,10.895263427178065,9.333742748498915,1.167298448302561,Neither,,
AU022252,chr4,119227712,119237712,31.353569466638564,18.264998823245367,1.716593018705029,Neither,,
Ybx1,chr4,119289604,119299604,41.69130413389206,29.315999840736392,1.422134819224532,Neither,,
Ppih,chr4,119315546,119325546,14.84422699817022,8.76037838212649,1.694473269380282,Neither,,
Ccdc30,chr4,119410521,119420521,22.64603696481387,13.579397510369619,1.6676761209413529,Neither,,
Ppcs,chr4,119417420,119427420,12.841565586646398,2.7103943851391477,4.73789558340866,Neurons,intermediate,1.0
Hivep3,chr4,119728784,119738784,23.545135695457457,15.702445117211342,1.499456646382403,Neither,,
Foxo6,chr4,120282349,120292349,40.223705242999394,18.709615540035568,2.1498948044617556,Neurons,intermediate,1.0
Smap2,chr4,121012247,121022247,17.914653502941132,13.6584562356472,1.311616275943813,Neither,,
Rlf,chr4,121210084,121220084,12.535208481232326,11.986027587135633,1.0458184240028046,Neither,,
Cap1,chr4,122881056,122891056,82.5174115070343,37.766907504288355,2.1849131146802163,Neurons,intermediate,1.0
Mfsd2a,chr4,122956188,122966188,62.34318929088911,35.73416020997365,1.7446384334922385,Neither,,
Bmp8b,chr4,123100165,123110165,7.855671837409337,8.561213682015737,0.9175885720399073,Neither,,
Hpcal4,chr4,123178227,123188227,12.981487492593127,11.717665381352106,1.1078561360228216,Neither,,
Pabpc4,chr4,123257351,123267351,4.002747487171491,8.913535055518151,0.4490639754306556,NSCs,,
Ndufs5,chr4,123713202,123723202,12.688762942584356,4.72597901725769,2.684896165693764,Neurons,intermediate,1.0
Akirin1,chr4,123745345,123755345,16.12687902657191,8.911794296781222,1.809610779772671,Neither,,
Mycbp,chr4,123899832,123909832,20.077679466851553,13.791570886770884,1.4557935155965744,Neither,,
Sf3a3,chr4,124709776,124719776,24.01472654976845,10.526154279716812,2.2814340272442335,Neurons,intermediate,1.0
Gm12915,chr4,124746354,124756354,19.381349911133448,10.757349274500209,1.8016845429641322,Neither,,
Mtf1,chr4,124797104,124807104,14.518376916106542,7.2379891546805695,2.0058577881009927,Neurons,intermediate,1.0
Epha10,chr4,124875899,124885899,9.976328894027075,6.525436967571577,1.5288369106321684,Neither,,
Snip1,chr4,125061672,125071672,11.435854513438542,8.269051609396934,1.3829705090294586,Neither,,
Zc3h12a,chr4,125122840,125132840,35.167847162961955,12.298164349754652,2.859601332589408,Neurons,intermediate,1.0
Grik3,chr4,125485700,125495700,27.36392707427343,8.155991712450982,3.355070485481184,Neurons,intermediate,1.0
Oscp1,chr4,126053565,126063565,20.35298858877023,11.71236422228813,1.7377352857623194,Neither,,
Lsm10,chr4,126091623,126101623,17.803990974577268,12.952060785293577,1.3746068112028023,Neither,,
Stk40,chr4,126098957,126108957,92.09962340711752,39.659622137264414,2.322251661610769,Neurons,intermediate,1.0
Thrap3,chr4,126197760,126207760,47.95578483112653,25.235047420779864,1.9003643635572174,Neither,,
Map7d1,chr4,126251343,126261343,36.273600207821524,31.196516252136224,1.1627452217629473,Neither,,
Trappc3,chr4,126257325,126267325,48.886504767298696,23.40177704882622,2.0890082263966674,Neurons,intermediate,1.0
Ago3,chr4,126424556,126434556,12.386036627324422,11.120370631694792,1.1138150910206432,Neither,,
Clspn,chr4,126551935,126561935,14.541415574351946,8.858551481723785,1.6415116629792768,Neither,,
5730409E04Rik,chr4,126604818,126614818,15.790658564249675,9.631437624637286,1.6394913386405636,Neither,,
Psmb2,chr4,126672630,126682630,23.73425890660286,15.758742266575496,1.5061010901195804,Neither,,
Tfap2e,chr4,126731240,126741240,10.057756669839224,6.314482698559761,1.5928077009591375,Neither,,
Sfpq,chr4,127016324,127026324,32.05681699999173,18.34961443016529,1.7470022120624455,Neither,,
Zmym6,chr4,127072383,127082383,58.17412837691307,18.95344787765344,3.0693163983900646,Neurons,intermediate,1.0
Tmem35b,chr4,127118691,127128691,5.813614782134692,4.838130707748731,1.2016241671238088,Neither,,
Gja4,chr4,127309039,127319039,12.619133210245769,8.693008323287964,1.4516416804111403,Neither,,
Csmd2,chr4,127982857,127992857,46.3135229726553,18.096978488429386,2.559185391211392,Neurons,intermediate,1.0
Ak2,chr4,128986958,128996958,36.34241507291794,23.116244031437237,1.5721591718574002,Neither,,
Rnf19b,chr4,129053271,129063271,15.432792887298268,8.05255577456951,1.9165086612670255,Neither,,
Tmem54,chr4,129100548,129110548,13.459916485675175,8.573304455518722,1.569979994937762,Neither,,
Hpca,chr4,129117036,129127036,15.08334748638471,14.512152898057302,1.039359741613794,Neither,,
Rbbp4,chr4,129330370,129340370,51.769400926351544,20.17378908467293,2.5661714172318493,Neurons,intermediate,1.0
Zbtb8a,chr4,129373116,129383116,7.75764477965037,8.18846185628573,0.9473873012787315,Neither,,
Bsdc1,chr4,129456581,129466581,103.91855021996498,33.797317466616626,3.0747573479052224,Neurons,intermediate,1.0
Iqcc,chr4,129614099,129624099,35.780074766937894,22.653995987383524,1.579415604508121,Neither,,
Txlna,chr4,129636065,129646065,33.0546509749492,19.97472480237484,1.654823848738044,Neither,,
Ptp4a2,chr4,129806219,129816219,4.142310420195262,6.187703324147066,0.6694423121467693,Neither,,
Pef1,chr4,130097558,130107558,21.244580102094016,8.998901440493265,2.3607970642391565,Neurons,intermediate,1.0
Tmem200b,chr4,131916200,131926200,23.12576518448194,12.08366801261902,1.9138034213064787,Neither,,
Epb41,chr4,132070321,132080321,37.48041217567126,25.51566107097467,1.4689179352012591,Neither,,
Ythdf2,chr4,132207303,132217303,12.584327905273438,10.118903024435044,1.2436454697594104,Neither,,
Gmeb1,chr4,132256602,132266602,6.844536714633306,9.909223011080424,0.6907238546331829,Neither,,
Snhg12,chr4,132303623,132313623,21.732987954433764,13.967587124999364,1.5559586462529227,Neither,,
Rcc1,chr4,132348605,132358605,21.814750107049946,11.836365941047669,1.8430276839784039,Neither,,
Phactr4,chr4,132417489,132427489,35.46851061030229,19.197041075579325,1.8476029962462288,Neither,,
Sesn2,chr4,132505501,132515501,63.70486196360588,28.95202907470862,2.2003591457862965,Neurons,intermediate,1.0
Eya3,chr4,132633987,132643987,20.54732515160243,8.889544703086218,2.3114035462883646,Neurons,intermediate,1.0
Fam76a,chr4,132917558,132927558,55.771579900678,26.186962902760502,2.1297460155182346,Neurons,intermediate,1.0
Ahdc1,chr4,133006260,133016260,24.73704155921936,12.584686244169871,1.9656462687482041,Neither,,
Gpr3,chr4,133207536,133217536,23.07371722591718,13.81827692524592,1.6697969906625345,Neither,,
Map3k6,chr4,133235818,133245818,21.791165898720426,14.884700411518414,1.4639976147492693,Neither,,
Tmem222,chr4,133272792,133282792,14.828580391422909,10.335796656314532,1.4346819006315845,Neither,,
Wdtc1,chr4,133348481,133358481,2.062194537591934,1.086366464694341,1.898249444005206,Neither,,
Nudc,chr4,133540996,133550996,11.979566644461949,14.377858728170395,0.8331954619216354,Neither,,
Gpatch3,chr4,133569745,133579745,21.030355433106426,13.544119899511337,1.5527295674534887,Neither,,
Gpn2,chr4,133579362,133589362,14.059954249970119,13.50858431690534,1.0408162632093703,Neither,,
