gene,chrom,start,end,strand,promoter_start,promoter_end,s2s_signal,s3_signal,ratio,state,cell_type,condition
Wdr33,chr18,31804090,31907397,+,31794090,31804090,5.121868038177491,4.416762392560641,0.8623342810941013,Mixed,Neu,GFP
Pcdhgb7,chr18,37751600,37841873,+,37741600,37751600,6.8444234145879745,4.717781774838765,0.6892884161408604,Mixed,Neu,GFP
Pcdhga12,chr18,37765580,37841873,+,37755580,37765580,7.209322522401809,5.249845315178235,0.728202310115158,Mixed,Neu,GFP
Fbn2,chr18,58008623,58210487,-,58210487,58220487,3.336292092871666,4.836560012284915,1.4496812262387717,Mixed,Neu,GFP
Adamts19,chr18,58836667,59054060,+,58826667,58836667,2.3255203513622282,5.766749660229682,2.4797674451017695,Mixed,Neu,GFP
Fbxo38,chr18,62504155,62548695,-,62548695,62558695,4.05782439661026,4.554327839910984,1.1223570551045734,Mixed,Neu,GFP
Grp,chr18,65872820,65886596,+,65862820,65872820,4.472015563249588,4.669201854983965,1.0440933822670087,Mixed,Neu,GFP
Poli,chr18,70508680,70530620,-,70530620,70540620,3.723676319599152,4.859179960330327,1.304941553258692,Mixed,Neu,GFP
Mbd1,chr18,74267605,74282732,+,74257605,74267605,1.095206621170044,1.1956350339651107,1.0916981424818049,Mixed,Neu,GFP
Ctif,chr18,75431224,75697554,-,75697554,75707554,4.6880638211011885,4.643588572351138,0.9905130880365013,Mixed,Neu,GFP
Zbtb7c,chr18,75820178,76148564,+,75810178,75820178,3.675592260360718,4.466478546182315,1.2151724755628854,Mixed,Neu,GFP
