gene,chrom,start,end,strand,promoter_start,promoter_end,s2s_signal,s3_signal,ratio,state,cell_type
Calcr,chr6,3685680,3764714,-,3764714,3774714,3.4461652774930003,4.883070883119107,1.4169578328150934,Mixed,NSC
Casd1,chr6,4600839,4643355,+,4590839,4600839,4.214484148204327,5.424421701774995,1.2870903083325604,Mixed,NSC
Peg10,chr6,4747306,4760517,+,4737306,4747306,4.858073673331737,5.8405253654638924,1.2022307108114265,Mixed,NSC
Ppp1r9a,chr6,4902917,5165661,+,4892917,4902917,4.556645345419645,5.321076643717288,1.1677618599538477,Mixed,NSC
Pon2,chr6,5264147,5298455,-,5298455,5308455,4.741176241636277,4.4863756244977315,0.9462579317552202,Mixed,NSC
Pdk4,chr6,5483351,5496309,-,5496309,5506309,4.945372131741047,4.798662083156904,0.9703338708036733,Mixed,NSC
Dync1i1,chr6,5725639,6028039,+,5715639,5725639,3.3472496191740033,4.39543412079215,1.3131479933895118,Mixed,NSC
Sem1,chr6,6557294,6578663,-,6578663,6588663,3.14076072331667,4.475709153457482,1.425039838351995,Mixed,NSC
Dlx6os1,chr6,6871488,6871633,-,6871633,6881633,6.116571655547619,5.026428761192164,0.8217722352084741,Mixed,NSC
Dlx6,chr6,6863334,6868568,+,6853334,6863334,4.724579967570305,4.365518930280208,0.9240014901314603,Mixed,NSC
Sdhaf3,chr6,6956004,7042979,+,6946004,6956004,4.253852541089057,4.2324327311913175,0.9949646092122751,Mixed,NSC
Tac1,chr6,7554879,7565834,+,7544879,7554879,3.5197079362154007,4.408416835025946,1.2524950691693295,Mixed,NSC
Asns,chr6,7675169,7693254,-,7693254,7703254,4.065984193265438,4.0499210000832875,0.9960493714636776,Mixed,NSC
C1galt1,chr6,7844842,7875687,+,7834842,7844842,4.487805364155769,4.134588749182225,0.9212941323626251,Mixed,NSC
Mios,chr6,8209222,8236274,+,8199222,8209222,4.246030093574524,4.6299234194874765,1.0904122951210107,Mixed,NSC
Umad1,chr6,8259288,8459470,+,8249288,8259288,3.5619307442069057,4.303548955726623,1.2082068026521513,Mixed,NSC
Glcci1,chr6,8509600,8597548,+,8499600,8509600,3.94724825155735,4.810556373377641,1.2187113824117042,Mixed,NSC
Ica1,chr6,8630527,8778488,-,8778488,8788488,4.424879383301735,4.9685008210579555,1.1228556511184682,Mixed,NSC
Nxph1,chr6,8948431,9249032,+,8938431,8948431,4.024171752059459,5.336061127889156,1.3260023320720118,Mixed,NSC
Phf14,chr6,11907809,12081205,+,11897809,11907809,4.412804637277127,5.019364254220327,1.1374544460498643,Mixed,NSC
Thsd7a,chr6,12311610,12749410,-,12749410,12759410,2.3615408353805543,4.48641800514857,1.899784216276573,Mixed,NSC
Tmem106b,chr6,13069759,13089269,+,13059759,13069759,3.7709841973423956,4.456367876871426,1.1817519362749003,Mixed,NSC
Tmem168,chr6,13580687,13608100,-,13608100,13618100,4.184008229076863,3.945579011340936,0.9430141613778489,Mixed,NSC
Bmt2,chr6,13625673,13677966,-,13677966,13687966,3.3638799052715305,4.601158021946748,1.3678128088747405,Mixed,NSC
Gpr85,chr6,13834458,13839942,-,13839942,13849942,2.704537534630299,4.1420217843731235,1.5315083378716443,Mixed,NSC
Foxp2,chr6,14901349,15441977,+,14891349,14901349,4.238208373439312,4.066534736315409,0.9594938186145414,Mixed,NSC
Mdfic,chr6,15720661,15802169,+,15710661,15720661,3.5761735451936723,4.085874479591847,1.1425269014372095,Mixed,NSC
Tes,chr6,17065149,17105828,+,17055149,17065149,5.416846961557865,4.98286494003733,0.9198829088950811,Mixed,NSC
Met,chr6,17463800,17573980,+,17453800,17463800,4.788795599222183,4.3164003814856216,0.9013540653492728,Mixed,NSC
Capza2,chr6,17636234,17666972,+,17626234,17636234,3.488157848060131,5.383197090220452,1.54327794919436,Mixed,NSC
St7,chr6,17692933,17943025,+,17682933,17692933,5.019858961474895,5.522901572610934,1.1002105069079946,Mixed,NSC
Cttnbp2,chr6,18366478,18514843,-,18514843,18524843,3.402057294672727,4.660019790335497,1.3697652293018727,Mixed,NSC
Lsm8,chr6,18848579,18855751,+,18838579,18848579,1.8385450161814691,1.7680342556238173,0.9616486080367519,Mixed,NSC
Kcnd2,chr6,21215503,21729805,+,21205503,21215503,4.146599767041206,4.4814482981324195,1.080752556287858,Mixed,NSC
Tspan12,chr6,21771395,21852515,-,21852515,21862515,4.118408033907413,4.818128671228886,1.1699007557193406,Mixed,NSC
