gene,chrom,start,end,strand,promoter_start,promoter_end,s2s_signal,s3_signal,ratio,state,cell_type
Casd1,chr6,4600839,4643355,+,4590839,4600839,2.403764760446548,4.979052595130603,2.0713560149727974,Mixed,Neu
Peg10,chr6,4747306,4760517,+,4737306,4747306,2.515965031242371,4.106306103014946,1.6320998312871116,Mixed,Neu
Ppp1r9a,chr6,4902917,5165661,+,4892917,4902917,3.444360478234291,3.905632260688146,1.1339208788884723,Mixed,Neu
Pon2,chr6,5264147,5298455,-,5298455,5308455,2.703886320590973,4.728218472421169,1.7486750224720058,Mixed,Neu
Pdk4,chr6,5483351,5496309,-,5496309,5506309,3.821547446012497,4.8782200171868,1.2765038472247316,Mixed,Neu
Dync1i1,chr6,5725639,6028039,+,5715639,5725639,2.58976234228611,4.582179678646724,1.7693436976158243,Mixed,Neu
Slc25a13,chr6,6041218,6217173,-,6217173,6227173,3.6252986975908277,4.8838809048016865,1.347166485356708,Mixed,Neu
Sem1,chr6,6557294,6578663,-,6578663,6588663,3.324597233772278,5.253184561109543,1.5800965325201153,Mixed,Neu
Dlx6os1,chr6,6871488,6871633,-,6871633,6881633,3.569040980362892,4.5287740089257555,1.2689050178586854,Mixed,Neu
Dlx6,chr6,6863334,6868568,+,6853334,6863334,4.265315630435943,3.731842264644305,0.8749275758199603,Mixed,Neu
Dlx5,chr6,6877805,6882085,-,6882085,6892085,3.396216385960579,5.114678207039833,1.5059930304155833,Mixed,Neu
Sdhaf3,chr6,6956004,7042979,+,6946004,6956004,3.0862443430900575,4.5395429879585905,1.4708955232667802,Mixed,Neu
Tac1,chr6,7554879,7565834,+,7544879,7554879,3.5857259387731553,5.062385840241114,1.4118161640577565,Mixed,Neu
Asns,chr6,7675169,7693254,-,7693254,7703254,3.9779080710411074,3.4586124105691916,0.8694550876496236,Mixed,Neu
C1galt1,chr6,7844842,7875687,+,7834842,7844842,7.582518783402444,3.889392045664787,0.5129419598904746,Mixed,Neu
Mios,chr6,8209222,8236274,+,8199222,8209222,2.8411504852771756,4.99601126704216,1.7584465493578956,Mixed,Neu
Umad1,chr6,8259288,8459470,+,8249288,8259288,2.082325664281845,4.530719492522876,2.175797748756766,Mixed,Neu
