gene,chrom,start,end,neu_signal,nsc_signal,fold_change,enriched_in,gfp_phase,gfp_s3_s2s_ratio
Cnot3,chr7,3640268,3650268,138.80961106332143,60.86028678290844,2.280791274587022,Neurons,intermediate,1.0
Mboat7,chr7,3688523,3698523,95.97657211222649,49.75353105365436,1.929040413407544,Neither,,
Tsen34,chr7,3687863,3697863,96.06067800053755,49.69711299371719,1.9329227034311176,Neither,,
Rps9,chr7,3698993,3708993,23.21382774181366,11.290087455821038,2.056124705202782,Neurons,intermediate,1.0
D030047H15Rik,chr7,4131926,4141926,85.31206960562069,30.253385192513463,2.8199181368547186,Neurons,intermediate,1.0
Ppp6r1,chr7,4654019,4664019,37.35786833591461,24.152755940667788,1.5467331524272305,Neither,,
Rpl28,chr7,4787874,4797874,26.60559916065534,23.21313751765092,1.1461440376349317,Neither,,
Ube2s,chr7,4807590,4817590,59.70759941204389,31.131042198856672,1.9179441224822447,Neither,,
Isoc2a,chr7,4872153,4882153,23.99282090981801,13.522377166525523,1.7743049623857514,Neither,,
Ccdc106,chr7,5015553,5025553,34.15669148556392,23.803421790099147,1.4349487979821092,Neither,,
U2af2,chr7,5057143,5067143,69.7441739801089,27.750360124341643,2.513270950993236,Neurons,intermediate,1.0
Epn1,chr7,5075235,5085235,16.41911377294858,9.085217557549477,1.8072339675900122,Neither,,
Zfp78,chr7,6358280,6368280,127.9546757270495,76.49442747485638,1.6727319878184335,Neither,,
Peg3,chr7,6725431,6735431,299.80382734341623,91.24350858810345,3.2857551400922933,Neurons,intermediate,1.0
Zim3,chr7,6972420,6982420,4.078589850664138,7.498861260890959,0.5438945606228686,Neither,,
Clcn4,chr7,7295851,7305851,41.30212657569249,22.498218936626117,1.8357953886053813,Neither,,
Mir5620,chr7,7293891,7303891,46.89568525460561,29.07849366479715,1.6127274608924538,Neither,,
Zscan18,chr7,12798635,12808635,15.073185211539268,1.0522417636315027,14.324830787478541,Neurons,intermediate,1.0
Rps5,chr7,12917290,12927290,39.746639183680216,12.749760640501975,3.1174419900415744,Neurons,intermediate,1.0
Trim28,chr7,12994114,13004114,1.8083836538791658,2.4428551934957503,0.7402746010873247,Neither,,
Zbtb45,chr7,13005034,13015034,16.964436002079644,9.136304582579932,1.8568159422383426,Neither,,
Chmp2a,chr7,13029807,13039807,48.97390988101959,31.543330225086212,1.5525916107003486,Neither,,
Ube2m,chr7,13033275,13043275,47.553578175703684,25.215806395252546,1.8858638676991404,Neither,,
Mzf1,chr7,13049764,13059764,49.117464934269584,34.468458293787634,1.4249974430426495,Neither,,
Nop53,chr7,15941074,15951074,40.264421600294106,17.243460441986716,2.3350545985684423,Neurons,intermediate,1.0
Zfp541,chr7,16056814,16066814,3.109276499970754,4.888089691321055,0.6360923584301991,Neither,,
Napa,chr7,16093458,16103458,93.92366540691057,26.259862986977893,3.576700512622124,Neurons,intermediate,1.0
Kptn,chr7,16114895,16124895,30.60446342515945,17.316244656443597,1.7673845589708237,Neither,,
Meis3,chr7,16170090,16180090,12.733458542823792,10.653294285178184,1.1952601891923438,Neither,,
Dhx34,chr7,16217037,16227037,24.7844042772611,8.941348542634644,2.771886607381728,Neurons,intermediate,1.0
Ccdc9,chr7,16281795,16291795,84.0015355805556,30.335922148009143,2.7690450671224567,Neurons,intermediate,1.0
Zc3h4,chr7,16395910,16405910,100.48598015904427,34.0832628736496,2.948250011495579,Neurons,intermediate,1.0
Tmem160,chr7,16447779,16457779,31.995077225255965,18.439824453147253,1.7351074738564087,Neither,,
Arhgap35,chr7,16609993,16619993,98.50632501091957,38.57512264577547,2.553623119114241,Neurons,intermediate,1.0
Ap2s1,chr7,16733410,16743410,17.883876668373745,18.03334141878287,0.991711755079763,Neither,,
Prkd2,chr7,16837902,16847902,15.532897115675608,23.309960235675177,0.6663630893673935,Neither,,
Dact3,chr7,16870317,16880317,134.88586933609645,45.80624925821622,2.94470452220888,Neurons,intermediate,1.0
Calm3,chr7,16919114,16929114,94.96094271461169,41.03653297932148,2.314058616074194,Neurons,intermediate,1.0
Ppp5c,chr7,17022924,17032924,23.7647861128966,15.925822986388205,1.4922171452745867,Neither,,
Hif3a,chr7,17057427,17067427,24.75185874762535,18.075018156925836,1.3693960654828519,Neither,,
Mypop,chr7,18986245,18996245,99.642713499705,22.35781521075964,4.456728556006322,Neurons,intermediate,1.0
Dmwd,chr7,19071227,19081227,44.698783663113915,19.12881575686137,2.3367250869715117,Neurons,intermediate,1.0
Fbxo46,chr7,19114859,19124859,13.910898884884517,16.23551247771581,0.8568192044432251,Neither,,
Vasp,chr7,19266817,19276817,14.388970768054326,10.40115573023955,1.3834011470687722,Neither,,
Fosb,chr7,19305051,19315051,24.95113030195236,18.365600961112975,1.3585795724726613,Neither,,
Ercc1,chr7,19339778,19349778,29.116037253586455,16.401370759201047,1.7752197472429294,Neither,,
A930016O22Rik,chr7,19416417,19426417,11.511694906457265,11.40565531094869,1.0092971067963787,Neither,,
Mark4,chr7,19453821,19463821,13.469900712394713,8.654053956508637,1.5564844846228536,Neither,,
Gemin7,chr7,19572595,19582595,11.5174811557134,8.697809404452642,1.324181827876947,Neither,,
Clasrp,chr7,19599486,19609486,45.36768992969195,49.885039572882654,0.9094448018510479,Neither,,
Relb,chr7,19624438,19634438,46.439774919541684,23.809872962816556,1.9504419444852072,Neither,,
Tomm40,chr7,19710438,19720438,259.0572837089856,121.0427621883154,2.1402129216611114,Neurons,intermediate,1.0
Nectin2,chr7,19745483,19755483,65.5529242575407,29.753800208592413,2.2031782091018437,Neurons,intermediate,1.0
