gene,chrom,start,end,s2s_signal,s3_signal,ratio,state
Cnot3,chr7,3640268,3650268,84.98054351852734,84.98054351852734,1.0,intermediate
Rps9,chr7,3698993,3708993,17.389686119566363,17.389686119566363,1.0,intermediate
D030047H15Rik,chr7,4131926,4141926,50.154315549053756,50.154315549053756,1.0,intermediate
U2af2,chr7,5057143,5067143,47.1795271682779,47.1795271682779,1.0,intermediate
Peg3,chr7,6725431,6735431,204.36186494236884,204.36186494236884,1.0,intermediate
Zscan18,chr7,12798635,12808635,8.886937029500803,8.886937029500803,1.0,intermediate
Rps5,chr7,12917290,12927290,23.379625765144826,23.379625765144826,1.0,intermediate
Nop53,chr7,15941074,15951074,30.185381241496405,30.185381241496405,1.0,intermediate
Napa,chr7,16093458,16103458,60.82476406843265,60.82476406843265,1.0,intermediate
Dhx34,chr7,16217037,16227037,14.354507598131894,14.354507598131894,1.0,intermediate
Ccdc9,chr7,16281795,16291795,65.60223094029227,65.60223094029227,1.0,intermediate
Zc3h4,chr7,16395910,16405910,64.76573052440087,64.76573052440087,1.0,intermediate
Arhgap35,chr7,16609993,16619993,58.1666546254019,58.1666546254019,1.0,intermediate
Dact3,chr7,16870317,16880317,86.39443564626772,86.39443564626772,1.0,intermediate
Calm3,chr7,16919114,16929114,67.40729621614814,67.40729621614814,1.0,intermediate
Mypop,chr7,18986245,18996245,55.729558460190894,55.729558460190894,1.0,intermediate
Dmwd,chr7,19071227,19081227,26.103992689063148,26.103992689063148,1.0,intermediate
Tomm40,chr7,19710438,19720438,172.48258184370002,172.48258184370002,1.0,intermediate
Nectin2,chr7,19745483,19755483,44.6699674195687,44.6699674195687,1.0,intermediate
Smg9,chr7,24394619,24404619,28.334624082589148,28.334624082589148,1.0,intermediate
Xrcc1,chr7,24541289,24551289,19.514677071956793,19.514677071956793,1.0,intermediate
Zfp575,chr7,24582641,24592641,8.222529265817007,8.222529265817007,1.0,intermediate
Rps19,chr7,24879371,24889371,79.8045819216013,79.8045819216013,1.0,intermediate
Arhgef1,chr7,24897912,24907912,19.12573631006281,19.12573631006281,1.0,intermediate
Atp1a3,chr7,25000958,25010958,12.926170683797201,12.926170683797201,1.0,intermediate
Zfp574,chr7,25067567,25077567,68.21307276714842,68.21307276714842,1.0,intermediate
Exosc5,chr7,25654164,25664164,42.070278070525326,42.070278070525326,1.0,intermediate
B9d2,chr7,25675780,25685780,34.04143520329396,34.04143520329396,1.0,intermediate
Sptbn4,chr7,27442686,27452686,43.639307784775895,43.639307784775895,1.0,intermediate
Blvrb,chr7,27442978,27452978,43.612373644908274,43.612373644908274,1.0,intermediate
Pld3,chr7,27548218,27558218,13.438924165260794,13.438924165260794,1.0,intermediate
Plekhg2,chr7,28367599,28377599,61.18015886978308,61.18015886978308,1.0,intermediate
Zfp36,chr7,28375253,28385253,49.53427835392356,49.53427835392356,1.0,intermediate
Hnrnpl,chr7,28803541,28813541,85.33081200137137,85.33081200137137,1.0,intermediate
