gene,chrom,start,end,strand,promoter_start,promoter_end,s2s_signal,s3_signal,ratio,state,cell_type,condition
Lrp5,chr19,3584828,3686564,-,3686564,3696564,6.7049573211312286,6.341700265340806,0.9458226147621271,Mixed,NSC,Mecp2
Gstp1,chr19,4035407,4037985,-,4037985,4047985,5.856695415019988,4.900236835408211,0.8366897180347028,Mixed,NSC,Mecp2
Gm45928,chr19,4214357,4233297,+,4204357,4214357,7.324136511564254,5.471324790186881,0.7470265991831359,Mixed,NSC,Mecp2
Ccs,chr19,4825366,4839332,-,4839332,4849332,6.886118798780441,5.5498819113636015,0.8059521006733877,Mixed,NSC,Mecp2
Mrpl11,chr19,4962147,4966999,+,4952147,4962147,6.148782787013054,5.487347379217148,0.8924282364969968,Mixed,NSC,Mecp2
Tmem151a,chr19,5070859,5085531,-,5085531,5095531,9.332950599455833,6.832834570112229,0.7321194403954762,Mixed,NSC,Mecp2
Klc2,chr19,5107746,5118560,-,5118560,5128560,5.9556669189333915,5.2654853559494015,0.8841134716936797,Mixed,NSC,Mecp2
Pacs1,chr19,5133158,5273119,-,5273119,5283119,6.973876008725166,5.944208353013993,0.8523536044485256,Mixed,NSC,Mecp2
Efemp2,chr19,5473954,5482517,+,5463954,5473954,7.7034820469141,6.914779911766052,0.89761745009012,Mixed,NSC,Mecp2
Fam89b,chr19,5728087,5729653,-,5729653,5739653,7.671549715149403,6.080364671003819,0.79258623052349,Mixed,NSC,Mecp2
Ltbp3,chr19,5740904,5758532,+,5730904,5740904,7.28287084171772,6.06146672888279,0.8322908452751233,Mixed,NSC,Mecp2
Dpf2,chr19,5896516,5913010,-,5913010,5923010,7.374176332116127,6.777933735561371,0.9191445159837051,Mixed,NSC,Mecp2
Capn1,chr19,5988545,6015897,-,6015897,6025897,6.942440231323242,5.621581952691078,0.809741498000566,Mixed,NSC,Mecp2
Catsperz,chr19,6922371,6925380,-,6925380,6935380,8.269273611783982,5.794209349226951,0.7006914538382205,Mixed,NSC,Mecp2
Kcnk4,chr19,6923966,6934515,-,6934515,6944515,9.679583674430846,7.422426167094708,0.7668125424341808,Mixed,NSC,Mecp2
Plaat5,chr19,7612541,7639642,+,7602541,7612541,8.392385400569438,6.513151635131837,0.776078709956517,Mixed,NSC,Mecp2
Mir5136,chr19,8888699,8888774,-,8888774,8898774,6.7074012276887895,5.871554642295838,0.8753844362340368,Mixed,NSC,Mecp2
Ahnak,chr19,8989284,9076914,+,8979284,8989284,6.46295456442833,5.685449661016465,0.8796982253764865,Mixed,NSC,Mecp2
Cpsf7,chr19,10525266,10547653,+,10515266,10525266,4.851621945238113,5.25584190882206,1.083316459556518,Mixed,NSC,Mecp2
Tmem109,chr19,10870660,10882001,-,10882001,10892001,5.011861619472503,4.780335751366616,0.9538044172635686,Mixed,NSC,Mecp2
Prpf19,chr19,10895231,10909559,+,10885231,10895231,5.6006614275813105,5.289169423518181,0.9443829968851286,Mixed,NSC,Mecp2
A330040F15Rik,chr19,12517915,12596566,-,12596566,12606566,3.7059448972821234,3.945241588730812,1.0645710333211333,Mixed,NSC,Mecp2
