gene,chrom,start,end,strand,promoter_start,promoter_end,s2s_signal,s3_signal,ratio,state,cell_type,condition
Lrp5,chr19,3584828,3686564,-,3686564,3696564,7.313790533256531,6.758146962523461,0.9240279622165136,Mixed,NSC,GFP
Gstp1,chr19,4035407,4037985,-,4037985,4047985,6.604821194469929,5.572843947947025,0.8437539463767836,Mixed,NSC,GFP
Gm45928,chr19,4214357,4233297,+,4204357,4214357,7.749550977528095,6.240695078619321,0.8052976355295801,Mixed,NSC,GFP
Ccs,chr19,4825366,4839332,-,4839332,4849332,7.088026758015157,5.6342884550015135,0.7949022552193736,Mixed,NSC,GFP
Mrpl11,chr19,4962147,4966999,+,4952147,4962147,6.059812463742494,4.67288113142848,0.7711263606568023,Mixed,NSC,GFP
Tmem151a,chr19,5070859,5085531,-,5085531,5095531,9.161518990743161,6.42826577896277,0.7016593848092132,Mixed,NSC,GFP
Klc2,chr19,5107746,5118560,-,5118560,5128560,5.902535926997661,5.221420453985532,0.8846062977953647,Mixed,NSC,GFP
Pacs1,chr19,5133158,5273119,-,5273119,5283119,7.738445960974693,6.138331203842164,0.7932253109730332,Mixed,NSC,GFP
Efemp2,chr19,5473954,5482517,+,5463954,5473954,9.574334549880028,7.238106536646684,0.755990559859576,Mixed,NSC,GFP
Fam89b,chr19,5728087,5729653,-,5729653,5739653,8.040750214123726,6.435130221231778,0.8003146534670799,Mixed,NSC,GFP
Ltbp3,chr19,5740904,5758532,+,5730904,5740904,7.669096931481361,6.278229225587846,0.8186399626553089,Mixed,NSC,GFP
Dpf2,chr19,5896516,5913010,-,5913010,5923010,9.278713551104069,6.96645393349727,0.7507995472786565,Mixed,NSC,GFP
Capn1,chr19,5988545,6015897,-,6015897,6025897,8.72427805687189,6.591016483132044,0.7554798735398478,Mixed,NSC,GFP
Catsperz,chr19,6922371,6925380,-,6925380,6935380,9.32943013828993,6.26288107562065,0.6713037112434637,Mixed,NSC,GFP
Kcnk4,chr19,6923966,6934515,-,6934515,6944515,9.669369108915328,6.907773303796848,0.7143975192164047,Mixed,NSC,GFP
Plaat5,chr19,7612541,7639642,+,7602541,7612541,6.567652848422528,6.127797788224618,0.9330270539035026,Mixed,NSC,GFP
Mir5136,chr19,8888699,8888774,-,8888774,8898774,7.524533495306969,5.628979546499252,0.7480835257109336,Mixed,NSC,GFP
Ahnak,chr19,8989284,9076914,+,8979284,8989284,6.6583385506272315,6.031184503185749,0.9058092281320836,Mixed,NSC,GFP
Cpsf7,chr19,10525266,10547653,+,10515266,10525266,5.570004297184944,5.3093431269685425,0.9532026985422366,Mixed,NSC,GFP
Tmem109,chr19,10870660,10882001,-,10882001,10892001,6.394511312842369,5.372410649108887,0.8401596910649366,Mixed,NSC,GFP
Prpf19,chr19,10895231,10909559,+,10885231,10895231,6.68989887816906,5.601016693150998,0.8372348812967297,Mixed,NSC,GFP
