gene,chrom,start,end,strand,promoter_start,promoter_end,s2s_signal,s3_signal,diff,state,cell_type
Sox17,chr1,4490931,4497354,-,4497354,4507354,4.5386638998866085,4.848430832250914,0.3097669323643055,Mixed,NSC
Mrpl15,chr1,4773206,4785739,-,4785739,4795739,4.784655128753185,5.471620011496544,0.686964882743359,Mixed,NSC
Lypla1,chr1,4807788,4848410,+,4797788,4807788,4.18303912127018,4.682302945148945,0.4992638238787652,Mixed,NSC
Tcea1,chr1,4857814,4897909,+,4847814,4857814,3.9442726888537405,4.834382598869006,0.8901099100152652,Mixed,NSC
Rgs20,chr1,4909576,5070285,-,5070285,5080285,2.4022639604210854,2.328268891294797,-0.07399506912628828,Mixed,NSC
Atp6v1h,chr1,5070018,5162529,+,5060018,5070018,3.2144880130887032,3.707809738488992,0.4933217254002886,Mixed,NSC
Npbwr1,chr1,5913707,5917398,-,5917398,5927398,2.8855109005808828,3.679227607067426,0.7937167064865434,Mixed,NSC
Rb1cc1,chr1,6206197,6276648,+,6196197,6206197,3.5438639624595645,4.376370990912119,0.8325070284525546,Mixed,NSC
Pcmtd1,chr1,7088920,7173628,+,7078920,7088920,3.9289185821413994,3.5575681681632996,-0.37135041397809987,Mixed,NSC
Sntg1,chr1,8361475,9299878,-,9299878,9309878,4.0771197635293,4.273663741091887,0.19654397756258746,Mixed,NSC
Rrs1,chr1,9545408,9547455,+,9535408,9545408,5.081639075255394,5.452029263556004,0.3703901883006102,Mixed,NSC
Mybl1,chr1,9667415,9700209,-,9700209,9710209,4.849784217238427,4.3448787553668025,-0.5049054618716244,Mixed,NSC
Vcpip1,chr1,9718622,9748382,-,9748382,9758382,4.325544939160347,4.89641124193271,0.5708663027723633,Mixed,NSC
Sgk3,chr1,9798107,9900845,+,9788107,9798107,4.85071549333334,4.996251932491859,0.14553643915851922,Mixed,NSC
Snhg6,chr1,9941959,9944118,-,9944118,9954118,5.479390244364738,5.522467636581262,0.0430773922165244,Mixed,NSC
Tcf24,chr1,9960163,9967932,-,9967932,9977932,5.067217884457111,5.684284891394774,0.6170670069376625,Mixed,NSC
Cspp1,chr1,10037987,10136768,+,10027987,10037987,4.29557182431221,4.822967527973653,0.5273957036614423,Mixed,NSC
Arfgef1,chr1,10137571,10232670,-,10232670,10242670,3.491840933442116,4.2716022176543875,0.7797612842122716,Mixed,NSC
A830018L16Rik,chr1,11414105,11975901,+,11404105,11414105,3.6280916501283644,4.762304509699344,1.13421285957098,Mixed,NSC
Slco5a1,chr1,12866549,12992650,-,12992650,13002650,4.900261861801147,4.675881777703762,-0.22438008409738508,Mixed,NSC
Ncoa2,chr1,13139105,13374083,-,13374083,13384083,4.637158772981167,4.304273694912593,-0.3328850780685748,Mixed,NSC
Tram1,chr1,13564698,13589910,-,13589910,13599910,5.422067945837974,4.968387633601824,-0.45368031223615013,Mixed,NSC
Lactb2,chr1,13623330,13660546,-,13660546,13670546,4.738372801077366,4.821365951164563,0.08299315008719699,Mixed,NSC
Eya1,chr1,14168954,14310235,-,14310235,14320235,2.748670367896557,4.180307996372382,1.431637628475825,Mixed,NSC
Terf1,chr1,15805646,15844052,+,15795646,15805646,3.753849058187008,4.405379402375222,0.6515303441882141,Mixed,NSC
Sbspon,chr1,15853862,15892722,-,15892722,15902722,4.965643734025956,5.115339569969971,0.1496958359440157,Mixed,NSC
4930444P10Rik,chr1,16065979,16093325,-,16093325,16103325,4.538231453001499,4.747934676567714,0.20970322356621462,Mixed,NSC
Rdh10,chr1,16105774,16133734,+,16095774,16105774,5.697778762769699,4.977019716600577,-0.720759046169122,Mixed,NSC
Stau2,chr1,16228674,16520112,-,16520112,16530112,4.340318663024902,3.806682630868753,-0.5336360321561493,Mixed,NSC
Ube2w,chr1,16540790,16619489,-,16619489,16629489,3.0509299767494205,2.432396783443292,-0.6185331933061287,Mixed,NSC
Eloc,chr1,16641725,16657042,-,16657042,16667042,5.083279675734042,5.10193123096625,0.01865155523220796,Mixed,NSC
Tmem70,chr1,16665207,16678275,+,16655207,16665207,4.111439233326912,4.854676609949271,0.7432373766223588,Mixed,NSC
Jph1,chr1,16964560,17097889,-,17097889,17107889,4.4066743325233455,4.947370480056604,0.5406961475332581,Mixed,NSC
Tfap2b,chr1,19208914,19238576,+,19198914,19208914,2.4012747148513793,3.8081693356792123,1.406894620827833,Mixed,NSC
Mcm3,chr1,20802968,20820312,-,20820312,20830312,4.848282193624973,5.364179776565234,0.5158975829402612,Mixed,NSC
