gene,chrom,start,end,strand,promoter_start,promoter_end,s2s_signal,s3_signal,diff,state,cell_type
Xkr4,chr1,3205901,3671498,-,3671498,3681498,3.437091863846779,5.131668305166563,1.6945764413197835,Mixed,Neu
Sox17,chr1,4490931,4497354,-,4497354,4507354,3.0715891068458556,5.2009499827543895,2.129360875908534,Heterochromatin,Neu
Mrpl15,chr1,4773206,4785739,-,4785739,4795739,3.5328866971731188,4.977910600582759,1.4450239034096404,Mixed,Neu
Lypla1,chr1,4807788,4848410,+,4797788,4807788,4.026852775979042,5.150440027332306,1.123587251353264,Mixed,Neu
Tcea1,chr1,4857814,4897909,+,4847814,4857814,4.525383585572243,4.763754518548647,0.23837093297640433,Mixed,Neu
Rgs20,chr1,4909576,5070285,-,5070285,5080285,2.29225247502327,2.8430758806864422,0.5508234056631722,Mixed,Neu
Atp6v1h,chr1,5070018,5162529,+,5060018,5070018,4.841160369467735,4.381306551663081,-0.45985381780465406,Mixed,Neu
Npbwr1,chr1,5913707,5917398,-,5917398,5927398,3.2192261209487913,4.689924736086527,1.470698615137736,Mixed,Neu
Rb1cc1,chr1,6206197,6276648,+,6196197,6206197,5.976394377040863,5.266126173535983,-0.7102682035048806,Mixed,Neu
Alkal1,chr1,6359218,6394731,+,6349218,6359218,3.1912898709774016,5.063236656769116,1.8719467857917147,Mixed,Neu
Pcmtd1,chr1,7088920,7173628,+,7078920,7088920,6.146399343967438,3.3920035492579146,-2.7543957947095237,Euchromatin,Neu
Sntg1,chr1,8361475,9299878,-,9299878,9309878,3.618762067317963,3.767773662638664,0.14901159532070096,Mixed,Neu
Rrs1,chr1,9545408,9547455,+,9535408,9545408,5.355614294171333,4.152014056173961,-1.2036002379973718,Mixed,Neu
Mybl1,chr1,9667415,9700209,-,9700209,9710209,2.819679427433014,5.577015128513177,2.757335701080163,Heterochromatin,Neu
Vcpip1,chr1,9718622,9748382,-,9748382,9758382,4.081873563599586,4.797093041618665,0.7152194780190788,Mixed,Neu
Sgk3,chr1,9798107,9900845,+,9788107,9798107,3.3033606469631196,5.0753106316486996,1.77194998468558,Mixed,Neu
Snhg6,chr1,9941959,9944118,-,9944118,9954118,3.6899028722047804,4.599733271034558,0.9098303988297776,Mixed,Neu
Cspp1,chr1,10037987,10136768,+,10027987,10037987,3.695561925280094,5.358798202141126,1.6632362768610323,Mixed,Neu
Arfgef1,chr1,10137571,10232670,-,10232670,10242670,3.9747331548929212,4.29554948802789,0.32081633313496916,Mixed,Neu
Prex2,chr1,10993465,11303681,+,10983465,10993465,4.1188817155361175,4.286274514834086,0.1673927992979687,Mixed,Neu
A830018L16Rik,chr1,11414105,11975901,+,11404105,11414105,2.2535852748155594,5.128582806090514,2.8749975312749547,Heterochromatin,Neu
Slco5a1,chr1,12866549,12992650,-,12992650,13002650,4.15720990383625,5.048473460356395,0.891263556520145,Mixed,Neu
Prdm14,chr1,13113457,13127163,-,13127163,13137163,3.9758917664527895,3.9462740227540336,-0.029617743698755916,Mixed,Neu
Ncoa2,chr1,13139105,13374083,-,13374083,13384083,3.549894698047638,3.5087415551185615,-0.04115314292907657,Mixed,Neu
Tram1,chr1,13564698,13589910,-,13589910,13599910,4.661845035672188,4.744952223062515,0.08310718739032641,Mixed,Neu
Lactb2,chr1,13623330,13660546,-,13660546,13670546,4.178160781264305,5.052629941749573,0.8744691604852681,Mixed,Neu
Eya1,chr1,14168954,14310235,-,14310235,14320235,2.134228544473648,4.716843794008096,2.5826152495344474,Heterochromatin,Neu
Msc,chr1,14753346,14755992,-,14755992,14765992,3.9676632867574693,4.522472335521379,0.5548090487639099,Mixed,Neu
Kcnb2,chr1,15287254,15723750,+,15277254,15287254,5.909619488310815,5.08720739326477,-0.8224120950460447,Mixed,Neu
Terf1,chr1,15805646,15844052,+,15795646,15805646,3.2609907488822936,4.889947879870733,1.6289571309884394,Mixed,Neu
Sbspon,chr1,15853862,15892722,-,15892722,15902722,5.547226380920411,4.0245082431872685,-1.5227181377331425,Mixed,Neu
4930444P10Rik,chr1,16065979,16093325,-,16093325,16103325,5.576298277139663,5.349337717731793,-0.2269605594078694,Mixed,Neu
Rdh10,chr1,16105774,16133734,+,16095774,16105774,4.838330947637558,4.712982104031245,-0.1253488436063126,Mixed,Neu
Stau2,chr1,16228674,16520112,-,16520112,16530112,5.668571797990799,3.2809356723070144,-2.3876361256837844,Euchromatin,Neu
Ube2w,chr1,16540790,16619489,-,16619489,16629489,1.8279780156612395,2.389470960903168,0.5614929452419284,Mixed,Neu
Eloc,chr1,16641725,16657042,-,16657042,16667042,3.0977909322977064,4.673807852133115,1.5760169198354088,Mixed,Neu
Tmem70,chr1,16665207,16678275,+,16655207,16665207,2.834868693506718,4.513968237392108,1.67909954388539,Mixed,Neu
Jph1,chr1,16964560,17097889,-,17097889,17107889,3.3024145323872567,5.081109472489357,1.7786949401021,Mixed,Neu
Gdap1,chr1,17145362,17164271,+,17135362,17145362,6.8439783540964125,4.17589349954923,-2.6680848545471827,Euchromatin,Neu
Tfap2b,chr1,19208914,19238576,+,19198914,19208914,2.2891090664863585,4.88243392829895,2.593324861812592,Heterochromatin,Neu
Mcm3,chr1,20802968,20820312,-,20820312,20830312,4.271429902195931,5.075190774941444,0.8037608727455137,Mixed,Neu
Paqr8,chr1,20890606,20939650,+,20880606,20890606,4.461081761598587,3.9130213967164362,-0.5480603648821507,Mixed,Neu
Efhc1,chr1,20951626,20990841,+,20941626,20951626,4.012360891819,4.059432217582066,0.04707132576306616,Mixed,Neu
Tram2,chr1,20996299,21079229,-,21079229,21089229,4.905883978772163,3.9746272347609204,-0.9312567440112427,Mixed,Neu
Kcnq5,chr1,21398403,21961942,-,21961942,21971942,2.8533292587280275,5.06343386780421,2.2101046090761822,Heterochromatin,Neu
Rims1,chr1,22286251,22805994,-,22805994,22815994,2.098082725358009,4.131731508262952,2.033648782904943,Heterochromatin,Neu
Ogfrl1,chr1,23366424,23397772,-,23397772,23407772,4.645382627820968,5.123806387329101,0.4784237595081331,Mixed,Neu
B3gat2,chr1,23761753,23849158,+,23751753,23761753,4.0083537265062334,4.8849647392829265,0.8766110127766931,Mixed,Neu
Smap1,chr1,23844846,23922317,-,23922317,23932317,3.4524534994363782,4.911104391908645,1.4586508924722668,Mixed,Neu
Sdhaf4,chr1,23995939,24005656,-,24005656,24015656,2.7245074915170666,5.509454372358323,2.784946880841256,Heterochromatin,Neu
Fam135a,chr1,24011093,24100341,-,24100341,24110341,2.6027391823887824,4.9499426445484165,2.347203462159634,Heterochromatin,Neu
Col19a1,chr1,24261890,24587472,-,24587472,24597472,3.2870495149135586,3.8577589516798656,0.570709436766307,Mixed,Neu
Lmbrd1,chr1,24678630,24766301,+,24668630,24678630,3.383692070126534,5.507073119123777,2.123381048997243,Heterochromatin,Neu
Adgrb3,chr1,25067476,25829707,-,25829707,25839707,3.535503399586678,4.363849411463737,0.8283460118770591,Mixed,Neu
Phf3,chr1,30802339,30873921,-,30873921,30883921,4.715003094553948,4.147204406730334,-0.5677986878236139,Mixed,Neu
Ptp4a1,chr1,30940302,30949770,-,30949770,30959770,3.019173084139824,3.9035487938324605,0.8843757096926366,Mixed,Neu
Khdrbs2,chr1,32172714,32658568,+,32162714,32172714,1.4248201634883881,4.1221337059021,2.697313542413712,Heterochromatin,Neu
Prim2,chr1,33453810,33669795,-,33669795,33679795,4.157601942420006,4.52271810889244,0.3651161664724345,Mixed,Neu
Rab23,chr1,33719887,33742564,+,33709887,33719887,4.284564340126514,4.9772454950253175,0.6926811548988034,Mixed,Neu
Bag2,chr1,33745484,33757795,-,33757795,33767795,4.010907875776291,5.039245693087577,1.0283378173112858,Mixed,Neu
Zfp451,chr1,33761545,33814595,-,33814595,33824595,4.194323563575745,4.260807024518648,0.06648346094290325,Mixed,Neu
Bend6,chr1,33852052,33907816,-,33907816,33917816,4.180653266119958,4.512805076273282,0.3321518101533245,Mixed,Neu
