gene,chrom,start,end,strand,promoter_start,promoter_end,s2s_signal,s3_signal,diff,state,cell_type
Ghr,chr15,3317760,3583492,-,3583492,3593492,2.0079724870920184,5.249060458985965,3.2410879718939465,Heterochromatin,Neu
Fbxo4,chr15,3965445,3979573,-,3979573,3989573,2.235821348500252,5.000756538995107,2.7649351904948554,Heterochromatin,Neu
Rpl37,chr15,5116645,5119140,+,5106645,5116645,5.603417471885681,5.400288483679295,-0.20312898820638647,Mixed,Neu
Prkaa1,chr15,5143861,5181899,+,5133861,5143861,3.5657752957344058,4.611175891963641,1.0454005962292352,Mixed,Neu
Ttc33,chr15,5185525,5218336,+,5175525,5185525,4.597243339538574,5.192621044317881,0.595377704779307,Mixed,Neu
Ptger4,chr15,5206661,5244187,-,5244187,5254187,3.9927477974653245,5.535345433473587,1.5425976360082627,Mixed,Neu
Dab2,chr15,6299788,6440712,+,6289788,6299788,3.213707283616066,4.9247895925283425,1.7110823089122764,Mixed,Neu
Rictor,chr15,6708379,6800401,+,6698379,6708379,2.7219883856773377,3.577386277000109,0.8553978913227711,Mixed,Neu
Osmr,chr15,6813577,6874969,-,6874969,6884969,5.072386628842354,5.388464477872849,0.31607784903049474,Mixed,Neu
Lifr,chr15,7090614,7197489,+,7080614,7090614,4.58226571700573,4.222710705717405,-0.35955501128832523,Mixed,Neu
Egflam,chr15,7206120,7398395,-,7398395,7408395,4.17041771030426,5.309041677912076,1.138623967607816,Mixed,Neu
Gdnf,chr15,7810846,7837575,+,7800846,7810846,3.320963348031044,3.854946740555764,0.5339833925247199,Mixed,Neu
Wdr70,chr15,7873055,8099209,-,8099209,8109209,4.333342740654945,4.963155922575792,0.6298131819208468,Mixed,Neu
Nup155,chr15,8109273,8161247,+,8099273,8109273,4.310616253495216,4.9328255313237515,0.6222092778285351,Mixed,Neu
Cplane1,chr15,8169106,8271158,+,8159106,8169106,5.430222512316704,4.536609058531126,-0.8936134537855782,Mixed,Neu
Nipbl,chr15,8290617,8444463,-,8444463,8454463,3.272748604154587,5.1340679027716325,1.8613192986170457,Mixed,Neu
Slc1a3,chr15,8634124,8710764,-,8710764,8720764,3.22893756878376,4.479560438871384,1.250622870087624,Mixed,Neu
Nadk2,chr15,9071260,9110891,+,9061260,9071260,3.1774037451744084,4.455930483222008,1.2785267380475993,Mixed,Neu
