gene,chrom,start,end,strand,promoter_start,promoter_end,s2s_signal,s3_signal,ratio,state,cell_type
Ghr,chr15,3317760,3583492,-,3583492,3593492,4.092676453101635,5.2494022515932715,1.2826330915103272,Mixed,NSC
Fbxo4,chr15,3965445,3979573,-,3979573,3989573,3.1823580531954767,5.066788306949536,1.5921490361092023,Mixed,NSC
Rpl37,chr15,5116645,5119140,+,5106645,5116645,5.2891861922740935,4.778451492289702,0.9034379427348538,Mixed,NSC
Prkaa1,chr15,5143861,5181899,+,5133861,5143861,5.372862413764,5.151253739100695,0.9587540760218247,Mixed,NSC
Ttc33,chr15,5185525,5218336,+,5175525,5185525,4.606488735079766,4.407217398653427,0.9567411649335362,Mixed,NSC
Ptger4,chr15,5206661,5244187,-,5244187,5254187,4.985793432164193,4.748917281063398,0.9524897783424666,Mixed,NSC
Dab2,chr15,6299788,6440712,+,6289788,6299788,3.4382328563928604,3.8784108204325047,1.1280244772314365,Mixed,NSC
Rictor,chr15,6708379,6800401,+,6698379,6708379,3.1499667643308644,3.270936405360699,1.0384034658395933,Mixed,NSC
Osmr,chr15,6813577,6874969,-,6874969,6884969,5.5864420297563075,6.276975098888079,1.123608741566391,Mixed,NSC
Lifr,chr15,7090614,7197489,+,7080614,7090614,5.918743627345562,5.543470423980554,0.9365958002250369,Mixed,NSC
Egflam,chr15,7206120,7398395,-,7398395,7408395,4.281456363618374,5.085331697861354,1.187757451196724,Mixed,NSC
Gdnf,chr15,7810846,7837575,+,7800846,7810846,4.981077773535252,3.900987351353963,0.7831613013713878,Mixed,NSC
Wdr70,chr15,7873055,8099209,-,8099209,8109209,5.80328823145628,4.222413995027542,0.7275899156861225,Mixed,NSC
Nup155,chr15,8109273,8161247,+,8099273,8109273,5.873436446392535,4.252766056128343,0.7240677744526192,Mixed,NSC
Cplane1,chr15,8169106,8271158,+,8159106,8169106,3.322157531344891,4.5306598031640055,1.363770309028628,Mixed,NSC
Nipbl,chr15,8290617,8444463,-,8444463,8454463,4.621807525098324,5.341045064004263,1.155618237020945,Mixed,NSC
Slc1a3,chr15,8634124,8710764,-,8710764,8720764,5.137756056058407,5.107197202869256,0.9940521011788568,Mixed,NSC
Nadk2,chr15,9071260,9110891,+,9061260,9071260,3.942998548388481,4.349425151487192,1.1030755142592732,Mixed,NSC
Skp2,chr15,9111985,9155425,-,9155425,9165425,4.398640098750591,4.484827819248041,1.0195941742362442,Mixed,NSC
Dnajc21,chr15,10446756,10470516,-,10470516,10480516,3.9721441987752915,5.053696971400579,1.272284367963972,Mixed,NSC
Rad1,chr15,10486018,10499063,+,10476018,10486018,4.228870014345646,4.923991498001416,1.164375230569325,Mixed,NSC
Amacr,chr15,10981756,10996626,+,10971756,10981756,5.067610243928432,5.087035097519556,1.0038331388279904,Mixed,NSC
Npr3,chr15,11839896,11907287,-,11907287,11917287,3.8941443748593336,4.627356598333518,1.1882858345488718,Mixed,NSC
Gm5144,chr15,11906519,11907464,+,11896519,11906519,6.372648114860058,5.129471370673179,0.8049199137030683,Mixed,NSC
Sub1,chr15,11981339,11996983,-,11996983,12006983,6.062005835020543,5.186329009528955,0.8555466871323756,Mixed,NSC
Zfr,chr15,12117831,12185683,+,12107831,12117831,7.9237905744552615,6.524551541330418,0.8234129208770719,Mixed,NSC
Mtmr12,chr15,12205028,12274496,+,12195028,12205028,6.787777302038669,5.84513961063226,0.8611271923839792,Mixed,NSC
Golph3,chr15,12321450,12351591,+,12311450,12321450,6.793110126316548,6.148632419288159,0.9051277404540111,Mixed,NSC
Pdzd2,chr15,12359711,12739924,-,12739924,12749924,6.356158441603183,5.405603943951925,0.8504514155233197,Mixed,NSC
Drosha,chr15,12824815,12935291,+,12814815,12824815,5.22237894153595,5.516523114760716,1.0563237896976996,Mixed,NSC
Cdh6,chr15,13028701,13173675,-,13173675,13183675,4.438795468747616,4.2500095116893455,0.9574691020599029,Mixed,NSC
Gm48957,chr15,25415022,25464362,+,25405022,25415022,5.0071478032469745,5.023164477523168,1.0031987620309126,Mixed,NSC
Myo10,chr15,25622525,25813673,+,25612525,25622525,5.318456499636174,4.967490669667721,0.9340098334935217,Mixed,NSC
Zfp622,chr15,25984366,25998481,+,25974366,25984366,5.702667181909083,5.146950704534849,0.9025514799220323,Mixed,NSC
