gene,chrom,start,end,strand,promoter_start,promoter_end,s2s_signal,s3_signal,diff,state,cell_type
Fam171a1,chr2,3114224,3227806,+,3104224,3114224,5.859137448179721,4.251863792351881,-1.6072736558278402,Mixed,NSC
Nmt2,chr2,3284212,3328877,+,3274212,3284212,4.451475750291348,4.628481537163258,0.17700578687191015,Mixed,NSC
Rpp38,chr2,3328949,3332643,-,3332643,3342643,4.974852531045675,4.663661451272169,-0.311191079773506,Mixed,NSC
Meig1,chr2,3409043,3422648,-,3422648,3432648,5.580810073363781,4.991947825944424,-0.5888622474193577,Mixed,NSC
Suv39h2,chr2,3455815,3475031,-,3475031,3485031,4.046040576219559,4.213598635955651,0.16755805973609217,Mixed,NSC
Cdnf,chr2,3513030,3526376,+,3503030,3513030,5.6264591777324675,4.9967597620685895,-0.629699415663878,Mixed,NSC
Fam107b,chr2,3570488,3782142,+,3560488,3570488,4.297435871362686,4.126261832940579,-0.171174038422107,Mixed,NSC
Bend7,chr2,4717831,4802142,+,4707831,4717831,4.251019009411335,5.26963750209411,1.0186184926827746,Mixed,NSC
Sephs1,chr2,4881564,4910557,+,4871564,4881564,6.1454459182500845,5.144649878191948,-1.0007960400581366,Mixed,NSC
Mcm10,chr2,4989714,5012791,-,5012791,5022791,6.192949193674326,5.504103056844076,-0.6888461368302501,Mixed,NSC
Optn,chr2,5020642,5064051,-,5064051,5074051,4.5076894733011725,3.7756780507047973,-0.7320114225963752,Mixed,NSC
Ccdc3,chr2,5137776,5230878,+,5127776,5137776,6.176995474290847,5.638992621457576,-0.5380028528332712,Mixed,NSC
Camk1d,chr2,5293457,5714515,-,5714515,5724515,6.278697950422764,5.565937631567319,-0.7127603188554446,Mixed,NSC
Nudt5,chr2,5845019,5871895,+,5835019,5845019,5.700871870070696,5.1271136629343035,-0.5737582071363923,Mixed,NSC
Sec61a2,chr2,5870987,5895432,-,5895432,5905432,4.9993784950017925,4.578171554883321,-0.4212069401184717,Mixed,NSC
Dhtkd1,chr2,5896115,5942792,-,5942792,5952792,6.582919598901272,5.793542029050986,-0.7893775698502861,Mixed,NSC
Upf2,chr2,5951469,6056703,+,5941469,5951469,6.365641719758511,5.532928948171933,-0.8327127715865776,Mixed,NSC
Proser2,chr2,6097607,6130211,-,6130211,6140211,3.1140741566658017,3.7671505035479864,0.6530763468821847,Mixed,NSC
Usp6nl,chr2,6322667,6446390,+,6312667,6322667,5.40576313432455,5.175337341052294,-0.2304257932722562,Mixed,NSC
Celf2,chr2,6539694,7509563,-,7509563,7519563,4.133595654761791,4.279542622892062,0.14594696813027053,Mixed,NSC
Gata3,chr2,9857078,9890034,-,9890034,9900034,5.635252284777165,4.845509619760514,-0.789742665016651,Mixed,NSC
Taf3,chr2,9914552,10048596,-,10048596,10058596,5.940993683552741,5.410729266901811,-0.5302644166509305,Mixed,NSC
Sfmbt2,chr2,10370510,10595253,+,10360510,10370510,4.775202134370804,3.994513766626517,-0.7806883677442875,Mixed,NSC
Prkcq,chr2,11172108,11301222,+,11162108,11172108,4.851847827076912,5.150339143359662,0.2984913162827496,Mixed,NSC
