gene,chrom,start,end,strand,promoter_start,promoter_end,s2s_signal,s3_signal,ratio,state,cell_type,condition
Reln,chr5,21884454,22344702,-,22344702,22354702,4.2670660994847625,5.41412965549628,1.2688178550011264,Mixed,Neu,Mecp2
2700038G22Rik,chr5,23850597,23855038,+,23840597,23850597,3.1541604903539024,2.956655680338542,0.9373827645678232,Mixed,Neu,Mecp2
Kcnh2,chr5,24319589,24351604,-,24351604,24361604,4.872116985893249,3.9050483129421862,0.8015095541114637,Mixed,Neu,Mecp2
Fastk,chr5,24438440,24445287,-,24445287,24455287,6.314066203800837,4.461774303694566,0.7066404056721389,Mixed,Neu,Mecp2
Agap3,chr5,24452177,24502047,+,24442177,24452177,5.918350668048859,4.265721314724286,0.7207618395701777,Mixed,Neu,Mecp2
Cnpy1,chr5,28200819,28245806,-,28245806,28255806,5.518667386182149,4.736001083787282,0.85817838843585,Mixed,Neu,Mecp2
Rnf32,chr5,29195992,29228457,+,29185992,29195992,3.5695561122894284,4.863788868363698,1.3625752657643977,Mixed,Neu,Mecp2
Gm9899,chr5,30573987,30588619,-,30588619,30598619,5.197803514385224,3.403212356583278,0.654740477812347,Mixed,Neu,Mecp2
Krtcap3,chr5,31251691,31253202,+,31241691,31251691,5.542270947567622,4.460251001000404,0.804769568863808,Mixed,Neu,Mecp2
Pisd,chr5,32736301,32785646,-,32785646,32795646,5.489309809398652,4.844993670129775,0.8826234696817995,Mixed,Neu,Mecp2
Haus3,chr5,34153880,34169527,-,34169527,34179527,4.56161453555425,4.193801177064578,0.9193677248213648,Mixed,Neu,Mecp2
Mxd4,chr5,34173883,34187720,-,34187720,34197720,5.381741790294647,4.062021785457929,0.7547782750899193,Mixed,Neu,Mecp2
Adra2c,chr5,35278319,35281763,+,35268319,35278319,5.1713789934794105,4.551105502669016,0.8800564623879826,Mixed,Neu,Mecp2
Man2b2,chr5,36806921,36830653,-,36830653,36840653,4.530153468799591,4.614588039739927,1.0186383466966098,Mixed,Neu,Mecp2
Bod1l,chr5,41787538,41844315,-,41844315,41854315,4.171351358731588,5.016603248874346,1.202632628482243,Mixed,Neu,Mecp2
Lcorl,chr5,45697181,45857615,-,45857615,45867615,2.281779644171397,1.6938016111056011,0.7423160318886474,Mixed,Neu,Mecp2
Kctd8,chr5,69109285,69341679,-,69341679,69351679,2.704028515974681,5.703583879478773,2.109291320629024,Mixed,Neu,Mecp2
Guf1,chr5,69556923,69575973,+,69546923,69556923,3.316739822705587,5.118315008807183,1.5431765174248682,Mixed,Neu,Mecp2
Gsx2,chr5,75075601,75077893,+,75065601,75075601,4.934467929267883,4.28604586438338,0.8685933166089685,Mixed,Neu,Mecp2
Tmem165,chr5,76183880,76209245,+,76173880,76183880,5.318457839012146,4.530881573994955,0.8519164222304945,Mixed,Neu,Mecp2
Art3,chr5,92331827,92414628,+,92321827,92331827,3.798880043506623,5.074356121397019,1.3357505536587162,Mixed,Neu,Mecp2
Shroom3,chr5,92683435,92965318,+,92673435,92683435,3.427964647769928,4.242880695660909,1.237725919496027,Mixed,Neu,Mecp2
Bmp3,chr5,98854415,98884396,+,98844415,98854415,3.710822790304819,4.918982279419899,1.3255772526437022,Mixed,Neu,Mecp2
Pus1,chr5,110773667,110780659,-,110780659,110790659,4.87142025121053,3.91044176454544,0.802731352026898,Mixed,Neu,Mecp2
Ttc28,chr5,110879803,111289780,+,110869803,110879803,4.575127779960632,3.569593934615453,0.7802173198856903,Mixed,Neu,Mecp2
Tpst2,chr5,112276691,112315361,+,112266691,112276691,5.399889457448324,4.893208387080828,0.9061682513391812,Mixed,Neu,Mecp2
