gene,chrom,start,end,strand,promoter_start,promoter_end,s2s_signal,s3_signal,diff,state,cell_type
Tgs1,chr4,3574875,3616619,+,3564875,3574875,3.087858630537987,5.012521044651668,1.9246624141136808,Mixed,Neu
Lyn,chr4,3678115,3813122,+,3668115,3678115,3.7500542519092566,3.908458640575409,0.15840438866615258,Mixed,Neu
Rps20,chr4,3831334,3835665,-,3835665,3845665,2.873643638968468,5.0120558621883395,2.1384122232198717,Heterochromatin,Neu
Mos,chr4,3870657,3872105,-,3872105,3882105,2.9367074142694474,5.1791990845799445,2.242491670310497,Heterochromatin,Neu
Plag1,chr4,3900996,3938423,-,3938423,3948423,4.359943054223061,4.647278259015084,0.287335204792023,Mixed,Neu
Penk,chr4,4133531,4138819,-,4138819,4148819,2.486246953010559,5.327722966210048,2.8414760131994887,Heterochromatin,Neu
Fam110b,chr4,5644090,6108223,+,5634090,5644090,3.0201913619041445,5.4415240409374235,2.421332679033279,Heterochromatin,Neu
Ubxn2b,chr4,6191098,6221688,+,6181098,6191098,3.8801390525102617,4.024309364684423,0.1441703121741611,Mixed,Neu
Sdcbp,chr4,6365650,6408423,+,6355650,6365650,4.26556981754303,4.525318677028021,0.2597488594849908,Mixed,Neu
Nsmaf,chr4,6396207,6454271,-,6454271,6464271,3.4146576293706894,4.805970332217217,1.3913127028465273,Mixed,Neu
Tox,chr4,6686353,6991557,-,6991557,7001557,3.1755812032222748,5.533749127419789,2.358167924197514,Heterochromatin,Neu
Car8,chr4,8143362,8239041,-,8239041,8249041,4.686234768271445,4.517899453322093,-0.16833531494935272,Mixed,Neu
Rab2a,chr4,8535644,8607778,+,8525644,8535644,3.082813146495819,3.673201604517301,0.590388458021482,Mixed,Neu
Chd7,chr4,8690406,8867659,+,8680406,8690406,4.165184183716774,3.9218142360925676,-0.2433699476242066,Mixed,Neu
Asph,chr4,9448069,9669344,-,9669344,9679344,3.2303706703662876,3.9172467049916584,0.6868760346253708,Mixed,Neu
Gdf6,chr4,9844372,9862345,+,9834372,9844372,3.7996015464782715,4.501162401914597,0.7015608554363251,Mixed,Neu
Plekhf2,chr4,10988662,11007927,-,11007927,11017927,5.191336695885658,4.309700052344799,-0.8816366435408591,Mixed,Neu
Ndufaf6,chr4,11051045,11076205,-,11076205,11086205,4.545801886737347,4.938756352066994,0.3929544653296473,Mixed,Neu
Trp53inp1,chr4,11156431,11174379,+,11146431,11156431,3.9248199173212055,4.418584504357973,0.49376458703676773,Mixed,Neu
Ccne2,chr4,11191351,11204779,+,11181351,11191351,5.84010878212452,5.159659495838484,-0.6804492862860361,Mixed,Neu
