gene,chrom,start,end,strand,promoter_start,promoter_end,s2s_signal,s3_signal,diff,state,cell_type
Zfp263,chr16,3744093,3750790,+,3734093,3744093,5.0578757283926015,4.8782490956226985,-0.17962663276990298,Mixed,Neu
Zfp597,chr16,3858321,3884561,-,3884561,3894561,3.8398515211343764,4.605754919393857,0.7659033982594807,Mixed,Neu
Cluap1,chr16,3908801,3941147,+,3898801,3908801,4.936327319264413,4.820681602946917,-0.11564571631749576,Mixed,Neu
Slx4,chr16,3979105,4003770,-,4003770,4013770,5.690526574492454,4.562832981348037,-1.127693593144417,Mixed,Neu
Trap1,chr16,4039971,4077827,-,4077827,4087827,5.44017197573185,5.421840533487003,-0.01833144224484773,Mixed,Neu
Crebbp,chr16,4081328,4213997,-,4213997,4223997,5.936626662147045,4.23742983414332,-1.6991968280037248,Mixed,Neu
Adcy9,chr16,4287529,4420498,-,4420498,4430498,4.983392878675461,4.914278599715233,-0.06911427896022726,Mixed,Neu
Srl,chr16,4480216,4541816,-,4541816,4551816,5.213939150309562,4.212298538271586,-1.001640612037976,Mixed,Neu
Tfap4,chr16,4544661,4559854,-,4559854,4569854,5.181956739425659,4.525020029656092,-0.6569367097695666,Mixed,Neu
Glis2,chr16,4594713,4624924,+,4584713,4594713,5.556099655532837,3.823927753186226,-1.7321719023466104,Mixed,Neu
Pam16,chr16,4616464,4624988,-,4624988,4634988,6.240204561448096,5.1197607009331385,-1.1204438605149578,Mixed,Neu
Coro7,chr16,4626133,4679777,-,4679777,4689777,5.987677077460289,4.580456594117482,-1.4072204833428072,Mixed,Neu
Vasn,chr16,4639941,4650802,+,4629941,4639941,6.066761698722839,4.869637938610713,-1.1971237601121265,Mixed,Neu
Dnaja3,chr16,4639989,4707695,+,4629989,4639989,6.074448863625526,4.852635142989954,-1.2218137206355717,Mixed,Neu
Hmox2,chr16,4726361,4766742,+,4716361,4726361,4.850368512010574,4.685021523801486,-0.16534698820908833,Mixed,Neu
Cdip1,chr16,4750348,4790292,-,4790292,4800292,4.476012623739243,5.379462364975612,0.9034497412363685,Mixed,Neu
Ubald1,chr16,4874778,4880315,-,4880315,4890315,5.6065551449656486,4.400610602458318,-1.2059445425073303,Mixed,Neu
Mgrn1,chr16,4886249,4938296,+,4876249,4886249,6.212979587507247,4.734204797387123,-1.4787747901201245,Mixed,Neu
Nudt16l1,chr16,4938761,4941032,+,4928761,4938761,6.275404061675072,4.056442881278197,-2.2189611803968754,Euchromatin,Neu
Anks3,chr16,4941436,4964205,-,4964205,4974205,6.652993660569191,4.8393199933369955,-1.8136736672321954,Mixed,Neu
