gene,chrom,start,end,strand,promoter_start,promoter_end,s2s_signal,s3_signal,ratio,state,cell_type
Zfp263,chr16,3744093,3750790,+,3734093,3744093,5.672609099292755,5.462749265501896,0.9630047073370481,Mixed,NSC
Zfp597,chr16,3858321,3884561,-,3884561,3894561,6.163947515439988,5.017500918126107,0.8140077289038944,Mixed,NSC
Cluap1,chr16,3908801,3941147,+,3898801,3908801,6.724333974182606,6.051111526334286,0.8998826574597442,Mixed,NSC
Slx4,chr16,3979105,4003770,-,4003770,4013770,6.77202499806881,5.450547352770964,0.8048622611885375,Mixed,NSC
Trap1,chr16,4039971,4077827,-,4077827,4087827,7.920018172073364,5.91827563426892,0.7472553099861875,Mixed,NSC
Crebbp,chr16,4081328,4213997,-,4213997,4223997,5.783442369699478,5.101024294344584,0.8820048628944228,Mixed,NSC
Adcy9,chr16,4287529,4420498,-,4420498,4430498,6.222506724715233,6.565162082374095,1.055067093185752,Mixed,NSC
Srl,chr16,4480216,4541816,-,4541816,4551816,8.182045253956318,6.542423231486478,0.7996073143598146,Mixed,NSC
Tfap4,chr16,4544661,4559854,-,4559854,4569854,8.79812153968811,6.5640559744636215,0.7460747097949633,Mixed,NSC
Glis2,chr16,4594713,4624924,+,4584713,4594713,7.938434489214421,7.2380797667304675,0.9117767207834879,Mixed,NSC
Pam16,chr16,4616464,4624988,-,4624988,4634988,9.56674688259363,7.241945387562115,0.7569914283755733,Mixed,NSC
Coro7,chr16,4626133,4679777,-,4679777,4689777,5.3519051776289945,6.045776856583356,1.1296494717161192,Mixed,NSC
Vasn,chr16,4639941,4650802,+,4629941,4639941,10.283792108082771,7.891986491761606,0.7674198786611727,Mixed,NSC
Dnaja3,chr16,4639989,4707695,+,4629989,4639989,10.304202910876274,7.9020778338789945,0.7668790979977895,Mixed,NSC
Hmox2,chr16,4726361,4766742,+,4716361,4726361,5.9861554338455205,6.091405845602353,1.017582305190699,Mixed,NSC
Cdip1,chr16,4750348,4790292,-,4790292,4800292,6.375923800873756,5.824386308912437,0.9134968501527988,Mixed,NSC
Ubald1,chr16,4874778,4880315,-,4880315,4890315,7.233706180691719,6.192120221555233,0.856009363233926,Mixed,NSC
Mgrn1,chr16,4886249,4938296,+,4876249,4886249,8.354757051932811,7.087489776051046,0.8483178783051996,Mixed,NSC
Nudt16l1,chr16,4938761,4941032,+,4928761,4938761,8.698484330117703,6.301311257660388,0.7244148541881805,Mixed,NSC
Anks3,chr16,4941436,4964205,-,4964205,4974205,7.802044053852558,6.152107530305783,0.7885250951983467,Mixed,NSC
