gene,chrom,start,end,strand,promoter_start,promoter_end,s2s_signal,s3_signal,ratio,state,cell_type,condition
Il7,chr3,7569994,7613760,-,7613760,7623760,2.7200507439374926,4.632064888397853,1.7029332628157392,Mixed,Neu,GFP
Ythdf3,chr3,16183212,16217037,+,16173212,16183212,2.7207676858901975,5.770467154971759,2.1208966810717405,Mixed,Neu,GFP
Gnb4,chr3,32580332,32616585,-,32616585,32626585,2.442716340303421,2.7006247780720396,1.1055826390945511,Mixed,Neu,GFP
Atp11b,chr3,35754106,35856276,+,35744106,35754106,3.7632833619117734,5.374818223953247,1.428225755825839,Mixed,Neu,GFP
Cog6,chr3,52981875,53017237,-,53017237,53027237,2.720339982700348,4.54563565085729,1.6709807155593326,Mixed,Neu,GFP
Mlf1,chr3,67374097,67400003,+,67364097,67374097,4.090973879742622,4.790524751639366,1.1709986160901023,Mixed,Neu,GFP
Trim2,chr3,84160439,84306877,-,84306877,84316877,4.762253711378575,4.189475726938248,0.8797254369140868,Mixed,Neu,GFP
Lrba,chr3,86224680,86782692,+,86214680,86224680,3.6109866371154786,4.991191891908645,1.382223861092906,Mixed,Neu,GFP
Bcan,chr3,87987531,88000230,-,88000230,88010230,5.34539658164978,3.8532648468812307,0.7208566825722734,Mixed,Neu,GFP
Iqgap3,chr3,88081971,88121048,+,88071971,88081971,4.783063190221787,3.9387278103828423,0.8234739232454519,Mixed,Neu,GFP
Fdps,chr3,89093588,89101959,-,89101959,89111959,4.812011684513092,3.9785739588737488,0.8268005607048573,Mixed,Neu,GFP
Ints3,chr3,90391388,90433622,-,90433622,90443622,4.436059796476364,3.925426757319768,0.8848904066707576,Mixed,Neu,GFP
Ilf2,chr3,90476126,90488379,+,90466126,90476126,4.732657231235505,3.523157584468524,0.744435401155974,Mixed,Neu,GFP
Ankrd35,chr3,96670131,96691032,+,96660131,96670131,3.9685998981237414,3.828081947358449,0.9645925630266418,Mixed,Neu,GFP
Pias3,chr3,96696384,96706070,+,96686384,96696384,3.783709430170059,4.218117451842626,1.114810090386101,Mixed,Neu,GFP
Wnt2b,chr3,104945272,104961921,-,104961921,104971921,5.0629734824895865,4.951575848523776,0.9779975869217798,Mixed,Neu,GFP
Kcna2,chr3,107101146,107115005,+,107091146,107101146,3.7382812480926515,4.8968471592346825,1.3099194079453373,Mixed,Neu,GFP
Slc6a17,chr3,107467543,107518018,-,107518018,107528018,3.644745393753052,4.355958785088856,1.1951339022349259,Mixed,Neu,GFP
Sypl2,chr3,108211472,108226648,-,108226648,108236648,3.890970194840431,5.53818679860433,1.4233434134109195,Mixed,Neu,GFP
Wdr47,chr3,108591279,108645719,+,108581279,108591279,3.5998360499620436,4.3172146904587745,1.1992809201697658,Mixed,Neu,GFP
Tram1l1,chr3,124320855,124324743,+,124310855,124320855,2.081905732154846,4.530326150377592,2.1760476857367332,Mixed,Neu,GFP
Mcub,chr3,129914960,129970206,-,129970206,129980206,5.292823858737946,3.3369316471576695,0.6304633851830748,Mixed,Neu,GFP
Rpl34,chr3,130726831,130730398,-,130730398,130740398,3.1381623419761655,3.6299278922716773,1.1567049427996885,Mixed,Neu,GFP
Dkk2,chr3,132085292,132180304,+,132075292,132085292,2.8894673177242276,4.857107453052203,1.680969853252297,Mixed,Neu,GFP
Pdha2,chr3,141210004,141212355,-,141212355,141222355,2.2390220394134523,4.398530663847923,1.9644874353269828,Mixed,Neu,GFP
2410004B18Rik,chr3,145938014,145944829,+,145928014,145938014,4.449106861305237,4.96514956650734,1.1159879322500046,Mixed,Neu,GFP
Mcoln2,chr3,146149833,146195513,+,146139833,146149833,3.7346593905568124,4.472757746593157,1.1976347181493032,Mixed,Neu,GFP
Acadm,chr3,153922357,153944632,-,153944632,153954632,3.0272763166427614,4.503447829627992,1.487623645344109,Mixed,Neu,GFP
Lrrc7,chr3,158082891,158562221,-,158562221,158572221,3.812409258532524,4.7225758805513385,1.2387379109369692,Mixed,Neu,GFP
