gene,chrom,start,end,strand,promoter_start,promoter_end,s2s_signal,s3_signal,ratio,state,cell_type,condition
Il7,chr3,7569994,7613760,-,7613760,7623760,1.8468561894098918,4.435440735379854,2.4016167370330375,Mixed,Neu,Mecp2
Ythdf3,chr3,16183212,16217037,+,16173212,16183212,4.590499963887532,4.2359058091084165,0.9227547854114735,Mixed,Neu,Mecp2
Gnb4,chr3,32580332,32616585,-,32616585,32626585,3.1203627230326334,1.7182706340154015,0.5506637485867156,Mixed,Neu,Mecp2
Atp11b,chr3,35754106,35856276,+,35744106,35754106,3.359354199727376,4.778275446812311,1.422379172520744,Mixed,Neu,Mecp2
Cog6,chr3,52981875,53017237,-,53017237,53027237,3.207109565258026,4.939306624825796,1.5401115940447787,Mixed,Neu,Mecp2
Mlf1,chr3,67374097,67400003,+,67364097,67374097,3.724304592291514,4.906650244164466,1.3174674956286192,Mixed,Neu,Mecp2
Trim2,chr3,84160439,84306877,-,84306877,84316877,4.901514898777008,4.307876024731,0.8788866531459225,Mixed,Neu,Mecp2
Lrba,chr3,86224680,86782692,+,86214680,86224680,3.7517078410784404,4.498057400981585,1.1989359490446367,Mixed,Neu,Mecp2
Bcan,chr3,87987531,88000230,-,88000230,88010230,4.695696670850118,3.6309308082660032,0.773246455804108,Mixed,Neu,Mecp2
Iqgap3,chr3,88081971,88121048,+,88071971,88081971,4.97449539677302,4.865877532823881,0.9781650488570962,Mixed,Neu,Mecp2
Fdps,chr3,89093588,89101959,-,89101959,89111959,4.7736768940289815,5.12888225764831,1.07440917588361,Mixed,Neu,Mecp2
Ints3,chr3,90391388,90433622,-,90433622,90443622,5.730983810424806,4.256670885594685,0.7427469744115648,Mixed,Neu,Mecp2
Ilf2,chr3,90476126,90488379,+,90466126,90476126,4.51712703371048,3.981471050477028,0.8814166661163276,Mixed,Neu,Mecp2
Ankrd35,chr3,96670131,96691032,+,96660131,96670131,4.621047711213429,3.5973746834596,0.7784759881899108,Mixed,Neu,Mecp2
Pias3,chr3,96696384,96706070,+,96686384,96696384,5.572334733263652,3.9774364888350164,0.713782764178181,Mixed,Neu,Mecp2
Wnt2b,chr3,104945272,104961921,-,104961921,104971921,5.639514844290416,3.761551156826814,0.6669990700769413,Mixed,Neu,Mecp2
Kcna2,chr3,107101146,107115005,+,107091146,107101146,4.342343096574147,5.1240081954797105,1.1800099811372,Mixed,Neu,Mecp2
Slc6a17,chr3,107467543,107518018,-,107518018,107528018,4.128815203952789,4.640258258255323,1.1238716263718695,Mixed,Neu,Mecp2
Sypl2,chr3,108211472,108226648,-,108226648,108236648,4.183151330947876,4.620532207520802,1.104557746533597,Mixed,Neu,Mecp2
Wdr47,chr3,108591279,108645719,+,108581279,108591279,5.938214629713694,5.066291781767209,0.8531675087014287,Mixed,Neu,Mecp2
Tram1l1,chr3,124320855,124324743,+,124310855,124320855,2.7557016442616784,5.575528809507688,2.023270124731341,Mixed,Neu,Mecp2
Mcub,chr3,129914960,129970206,-,129970206,129980206,3.701463947168986,3.48419507680734,0.9413019082550241,Mixed,Neu,Mecp2
Rpl34,chr3,130726831,130730398,-,130730398,130740398,4.872376610279082,4.401713009659449,0.9034016377907466,Mixed,Neu,Mecp2
Dkk2,chr3,132085292,132180304,+,132075292,132085292,3.056610374927521,5.354746653930346,1.7518577761345584,Mixed,Neu,Mecp2
Pdha2,chr3,141210004,141212355,-,141212355,141222355,2.4250230487187703,4.381479486862818,1.806778491931331,Mixed,Neu,Mecp2
2410004B18Rik,chr3,145938014,145944829,+,145928014,145938014,5.279941230932872,4.032794984976451,0.763795430401775,Mixed,Neu,Mecp2
Mcoln2,chr3,146149833,146195513,+,146139833,146149833,5.5449586807886755,4.750341464134057,0.8566955567391897,Mixed,Neu,Mecp2
Acadm,chr3,153922357,153944632,-,153944632,153954632,4.276283650875092,4.474536169139544,1.0463609373115093,Mixed,Neu,Mecp2
Lrrc7,chr3,158082891,158562221,-,158562221,158572221,4.145314442125956,5.111532950639725,1.2330869037809917,Mixed,Neu,Mecp2
Il7,chr3,7569994,7613760,-,7613760,7623760,2.7200507439374926,4.632064888397853,1.7029332628157392,Mixed,Neu,GFP
Ythdf3,chr3,16183212,16217037,+,16173212,16183212,2.7207676858901975,5.770467154971759,2.1208966810717405,Mixed,Neu,GFP
Gnb4,chr3,32580332,32616585,-,32616585,32626585,2.442716340303421,2.7006247780720396,1.1055826390945511,Mixed,Neu,GFP
Atp11b,chr3,35754106,35856276,+,35744106,35754106,3.7632833619117734,5.374818223953247,1.428225755825839,Mixed,Neu,GFP
Cog6,chr3,52981875,53017237,-,53017237,53027237,2.720339982700348,4.54563565085729,1.6709807155593326,Mixed,Neu,GFP
Mlf1,chr3,67374097,67400003,+,67364097,67374097,4.090973879742622,4.790524751639366,1.1709986160901023,Mixed,Neu,GFP
Trim2,chr3,84160439,84306877,-,84306877,84316877,4.762253711378575,4.189475726938248,0.8797254369140868,Mixed,Neu,GFP
Lrba,chr3,86224680,86782692,+,86214680,86224680,3.6109866371154786,4.991191891908645,1.382223861092906,Mixed,Neu,GFP
Bcan,chr3,87987531,88000230,-,88000230,88010230,5.34539658164978,3.8532648468812307,0.7208566825722734,Mixed,Neu,GFP
Iqgap3,chr3,88081971,88121048,+,88071971,88081971,4.783063190221787,3.9387278103828423,0.8234739232454519,Mixed,Neu,GFP
Fdps,chr3,89093588,89101959,-,89101959,89111959,4.812011684513092,3.9785739588737488,0.8268005607048573,Mixed,Neu,GFP
Ints3,chr3,90391388,90433622,-,90433622,90443622,4.436059796476364,3.925426757319768,0.8848904066707576,Mixed,Neu,GFP
Ilf2,chr3,90476126,90488379,+,90466126,90476126,4.732657231235505,3.523157584468524,0.744435401155974,Mixed,Neu,GFP
Ankrd35,chr3,96670131,96691032,+,96660131,96670131,3.9685998981237414,3.828081947358449,0.9645925630266418,Mixed,Neu,GFP
Pias3,chr3,96696384,96706070,+,96686384,96696384,3.783709430170059,4.218117451842626,1.114810090386101,Mixed,Neu,GFP
Wnt2b,chr3,104945272,104961921,-,104961921,104971921,5.0629734824895865,4.951575848523776,0.9779975869217798,Mixed,Neu,GFP
Kcna2,chr3,107101146,107115005,+,107091146,107101146,3.7382812480926515,4.8968471592346825,1.3099194079453373,Mixed,Neu,GFP
Slc6a17,chr3,107467543,107518018,-,107518018,107528018,3.644745393753052,4.355958785088856,1.1951339022349259,Mixed,Neu,GFP
Sypl2,chr3,108211472,108226648,-,108226648,108236648,3.890970194840431,5.53818679860433,1.4233434134109195,Mixed,Neu,GFP
Wdr47,chr3,108591279,108645719,+,108581279,108591279,3.5998360499620436,4.3172146904587745,1.1992809201697658,Mixed,Neu,GFP
Tram1l1,chr3,124320855,124324743,+,124310855,124320855,2.081905732154846,4.530326150377592,2.1760476857367332,Mixed,Neu,GFP
Mcub,chr3,129914960,129970206,-,129970206,129980206,5.292823858737946,3.3369316471576695,0.6304633851830748,Mixed,Neu,GFP
Rpl34,chr3,130726831,130730398,-,130730398,130740398,3.1381623419761655,3.6299278922716773,1.1567049427996885,Mixed,Neu,GFP
Dkk2,chr3,132085292,132180304,+,132075292,132085292,2.8894673177242276,4.857107453052203,1.680969853252297,Mixed,Neu,GFP
Pdha2,chr3,141210004,141212355,-,141212355,141222355,2.2390220394134523,4.398530663847923,1.9644874353269828,Mixed,Neu,GFP
2410004B18Rik,chr3,145938014,145944829,+,145928014,145938014,4.449106861305237,4.96514956650734,1.1159879322500046,Mixed,Neu,GFP
Mcoln2,chr3,146149833,146195513,+,146139833,146149833,3.7346593905568124,4.472757746593157,1.1976347181493032,Mixed,Neu,GFP
Acadm,chr3,153922357,153944632,-,153944632,153954632,3.0272763166427614,4.503447829627992,1.487623645344109,Mixed,Neu,GFP
Lrrc7,chr3,158082891,158562221,-,158562221,158572221,3.812409258532524,4.7225758805513385,1.2387379109369692,Mixed,Neu,GFP
Pkia,chr3,7366669,7445366,+,7356669,7366669,4.335468355870247,4.645094738969804,1.0714170552485573,Mixed,NSC,Mecp2
Zc2hc1a,chr3,7503483,7553836,+,7493483,7503483,3.972889023482799,4.967868336820603,1.2504422619048048,Mixed,NSC,Mecp2
Pag1,chr3,9687479,9833679,-,9833679,9843679,5.642824039053917,5.101366382436753,0.9040449156539807,Mixed,NSC,Mecp2
Lrrcc1,chr3,14533788,14572658,+,14523788,14533788,4.417813612186909,4.367171652860642,0.9885368728127037,Mixed,NSC,Mecp2
Rbis,chr3,14606284,14611285,-,14611285,14621285,4.204570824384689,5.041566757822037,1.1990681019292466,Mixed,NSC,Mecp2
Car2,chr3,14886273,14900770,+,14876273,14886273,5.037755835449696,5.242307996628284,1.0406038259613923,Mixed,NSC,Mecp2
Pde7a,chr3,19223108,19311322,-,19311322,19321322,5.051158685100079,5.453848634080887,1.0797222922670524,Mixed,NSC,Mecp2
Crh,chr3,19693401,19695396,-,19695396,19705396,4.000327720272541,4.476186851844789,1.118955036898784,Mixed,NSC,Mecp2
4632415L05Rik,chr3,19894886,19901033,+,19884886,19894886,5.625020804893971,5.8824394969749445,1.0457631537748286,Mixed,NSC,Mecp2
Hltf,chr3,20057811,20118490,+,20047811,20057811,5.188547433614731,4.40883053498745,0.849723471047836,Mixed,NSC,Mecp2
Naaladl2,chr3,23798102,25144261,-,25144261,25154261,3.6006002638578414,3.6925966520881652,1.0255502920315167,Mixed,NSC,Mecp2
Nlgn1,chr3,25426215,26332460,-,26332460,26342460,4.218714680492878,5.224370776319504,1.2383797369556013,Mixed,NSC,Mecp2
Nceh1,chr3,27182965,27284608,+,27172965,27182965,5.5080541099905975,4.836995694613457,0.8781677881195895,Mixed,NSC,Mecp2
Fndc3b,chr3,27416162,27711307,-,27711307,27721307,3.906475245785713,4.469809966073036,1.144205373090498,Mixed,NSC,Mecp2
Pld1,chr3,27938695,28133362,+,27928695,27938695,5.2857494161725045,4.892362521409988,0.9255759469870265,Mixed,NSC,Mecp2
Slc7a14,chr3,31202858,31310378,-,31310378,31320378,4.8512330599427225,4.160038438944817,0.8575218686759885,Mixed,NSC,Mecp2
Zmat3,chr3,32334792,32366014,-,32366014,32376014,3.0084318277359006,2.2382053481864927,0.7439774195817266,Mixed,NSC,Mecp2
Pex5l,chr3,32949408,33143247,-,33143247,33153247,4.986763114380836,4.48687192536354,0.8997563795288954,Mixed,NSC,Mecp2
Dnajc19,chr3,34056020,34081321,-,34081321,34091321,5.019491283667088,5.019623166177273,1.0000262740789319,Mixed,NSC,Mecp2
Atp11b,chr3,35754106,35856276,+,35744106,35754106,4.414336990058422,4.36209643453598,0.9881657074119864,Mixed,NSC,Mecp2
Dcun1d1,chr3,35892105,35937445,-,35937445,35947445,4.141827081263066,4.217365519952774,1.0182379508385155,Mixed,NSC,Mecp2
Anxa5,chr3,36448923,36475894,-,36475894,36485894,5.38567056235075,5.092710945758819,0.94560387361234,Mixed,NSC,Mecp2
Ccna2,chr3,36564865,36572150,-,36572150,36582150,4.497281362533569,4.633550681400299,1.0303003765790546,Mixed,NSC,Mecp2
Trpc3,chr3,36620482,36690167,-,36690167,36700167,5.427157932198048,4.599466312208175,0.8474907805650221,Mixed,NSC,Mecp2
Fgf2,chr3,37348346,37410108,+,37338346,37348346,5.132767623972893,5.561251397681237,1.0834800647718952,Mixed,NSC,Mecp2
Fat4,chr3,38886940,39011985,+,38876940,38886940,5.772740401804447,5.646382925128937,0.9781113530350312,Mixed,NSC,Mecp2
Intu,chr3,40531286,40704774,+,40521286,40531286,5.075560211265087,4.882884565038681,0.9620385458537629,Mixed,NSC,Mecp2
Pgrmc2,chr3,41066326,41083046,-,41083046,41093046,4.231965809333325,5.567546753873826,1.3155935101353995,Mixed,NSC,Mecp2
Jade1,chr3,41555731,41616864,+,41545731,41555731,4.971785597372055,4.8480659209823616,0.9751156452814281,Mixed,NSC,Mecp2
2610316D01Rik,chr3,45280437,45378260,-,45378260,45388260,4.99386795783043,5.106963333630562,1.02264684944719,Mixed,NSC,Mecp2
Pcdh10,chr3,45378398,45435623,+,45368398,45378398,5.249444649910926,5.162127327790261,0.9833663695983256,Mixed,NSC,Mecp2
Frem2,chr3,53513938,53657355,-,53657355,53667355,4.450723842024803,3.897445191502571,0.875687939723862,Mixed,NSC,Mecp2
Sertm1,chr3,54897068,54915887,-,54915887,54925887,5.137751797759533,5.052974381539821,0.983499121881154,Mixed,NSC,Mecp2
Nbea,chr3,55625195,56183701,-,56183701,56193701,4.542916848349571,4.537964327487946,0.9989098367795518,Mixed,NSC,Mecp2
Rnf13,chr3,57736062,57835233,+,57726062,57736062,5.417755677437782,5.052433234930038,0.9325694135619427,Mixed,NSC,Mecp2
Pfn2,chr3,57841895,57848079,-,57848079,57858079,3.981786788487435,4.335026036973,1.0887137527069224,Mixed,NSC,Mecp2
Med12l,chr3,59005825,59318682,+,58995825,59005825,4.674781520545483,4.3819868705272675,0.9373672012838687,Mixed,NSC,Mecp2
P2ry1,chr3,61002795,61008982,+,60992795,61002795,4.574031661093235,4.370187099206447,0.9554343789045686,Mixed,NSC,Mecp2
Arhgef26,chr3,62338344,62462221,+,62328344,62338344,5.1077088501334185,5.343382102861404,1.0461406982353407,Mixed,NSC,Mecp2
Gpr149,chr3,62529077,62605140,-,62605140,62615140,3.6902860993146898,4.187068723130227,1.1346189998406337,Mixed,NSC,Mecp2
Plch1,chr3,63696234,63899472,-,63899472,63909472,4.488667688405514,5.078366378307343,1.1313749938372701,Mixed,NSC,Mecp2
