gene,chrom,start,end,strand,promoter_start,promoter_end,s2s_signal,s3_signal,ratio,state,cell_type
2810429I04Rik,chr13,3478230,3501393,+,3468230,3478230,3.703266469836235,4.1548964663346615,1.1219544961662988,Mixed,NSC
Gdi2,chr13,3538063,3567871,+,3528063,3538063,5.11608335454464,4.820043864762783,0.9421355225733601,Mixed,NSC
Tasor2,chr13,3566035,3611108,-,3611108,3621108,2.44378009121418,3.125410483364264,1.2789246031591244,Mixed,NSC
Asb13,chr13,3634032,3653822,+,3624032,3634032,4.073401721155643,4.861535674635569,1.1934829922093537,Mixed,NSC
Net1,chr13,3882018,3918220,-,3918220,3928220,4.139756418168545,4.570261302292347,1.103992805527012,Mixed,NSC
Tubal3,chr13,3918274,3935277,+,3908274,3918274,5.578479377090931,5.57752992399931,0.9998298007346734,Mixed,NSC
Klf6,chr13,5861482,5870394,+,5851482,5861482,4.422665952384472,4.677094479600588,1.057528316620644,Mixed,NSC
Pitrm1,chr13,6548149,6580515,+,6538149,6548149,2.952966688454151,4.190715846637885,1.419154460164833,Mixed,NSC
Pfkp,chr13,6579768,6648777,-,6648777,6658777,5.669346583926678,5.4359532154361405,0.9588324042223424,Mixed,NSC
Wdr37,chr13,8802968,8871909,-,8871909,8881909,3.157884214687347,3.9777465171635153,1.2596239275217822,Mixed,NSC
Idi1,chr13,8885501,8892451,+,8875501,8885501,3.3890003649830813,4.16790969572862,1.2298345372852821,Mixed,NSC
Gtpbp4,chr13,8966331,8996083,-,8996083,9006083,4.863650211286545,5.340068151144187,1.0979548115429993,Mixed,NSC
Larp4b,chr13,9093881,9174451,+,9083881,9093881,4.664982426935435,4.882254179728031,1.0465750420704862,Mixed,NSC
Dip2c,chr13,9276528,9668928,+,9266528,9276528,6.2797578263759615,5.69592112060388,0.9070287864732814,Mixed,NSC
Zmynd11,chr13,9684833,9765330,-,9765330,9775330,5.746070801794529,5.284961191793283,0.919752187902516,Mixed,NSC
Chrm3,chr13,9875486,10360847,-,10360847,10370847,4.274246769499778,3.972091699071725,0.929307995835857,Mixed,NSC
Ryr2,chr13,11553102,12106945,-,12106945,12116945,5.4843674383759495,5.2662050768435,0.9602210530231992,Mixed,NSC
Mtr,chr13,12182712,12258113,-,12258113,12268113,5.393855385494232,5.243737220235666,0.9721686707318328,Mixed,NSC
Heatr1,chr13,12395027,12440289,+,12385027,12395027,5.1052453313827515,4.9161971380651,0.9629698122134225,Mixed,NSC
Lgals8,chr13,12439415,12464944,-,12464944,12474944,5.637938270568848,5.14464980661869,0.9125055223599695,Mixed,NSC
Edaradd,chr13,12472632,12520438,-,12520438,12530438,5.662698099124432,5.3535855781634645,0.9454125020352466,Mixed,NSC
Lyst,chr13,13590397,13778803,+,13580397,13590397,5.101441363036632,5.035461703936259,0.9870664672187669,Mixed,NSC
B3galnt2,chr13,13954469,13999103,+,13944469,13954469,4.48103646966219,4.3206315091768905,0.9642036029897807,Mixed,NSC
Tbce,chr13,13997949,14039638,-,14039638,14049638,4.10351425498724,5.373900311112404,1.3095849014247216,Mixed,NSC
Ggps1,chr13,14050659,14063488,-,14063488,14073488,4.124732988667488,4.955551996954282,1.2014237068361588,Mixed,NSC
Psma2,chr13,14613240,14674236,+,14603240,14613240,3.7705068652629854,4.57516658415397,1.2134088990273888,Mixed,NSC
Gli3,chr13,15463235,15730026,+,15453235,15463235,4.887092013955117,5.086215802987417,1.0407448414033746,Mixed,NSC
Sugct,chr13,16857472,17695553,-,17695553,17705553,2.991124965262413,4.5661427992542585,1.5265637017120308,Mixed,NSC
Cdk13,chr13,17710315,17805097,-,17805097,17815097,4.173407835996151,4.99639103927215,1.197196927694837,Mixed,NSC
Rala,chr13,17880571,17944239,-,17944239,17954239,4.888602568084002,4.901706998896599,1.0026806087486333,Mixed,NSC
Yae1d1,chr13,17981330,17993349,-,17993349,18003349,2.7689124874591826,3.550892209092776,1.2824140254252514,Mixed,NSC
Amph,chr13,18948205,19150921,+,18938205,18948205,5.015622425317765,4.347559362411499,0.8668035577131905,Mixed,NSC
Stard3nl,chr13,19357676,19395795,-,19395795,19405795,3.0772617251873022,4.722901931832235,1.5347742095433135,Mixed,NSC
Epdr1,chr13,19591706,19619927,-,19619927,19629927,4.622228815090656,5.270440225243569,1.1402378454386837,Mixed,NSC
Sfrp4,chr13,19623104,19632994,+,19613104,19623104,5.242609963953495,5.24342590107123,1.0001556356706576,Mixed,NSC
Elmo1,chr13,20090596,20608353,+,20080596,20090596,3.9612098360180856,4.912398880267143,1.2401258917415034,Mixed,NSC
Trim27,chr13,21179445,21194724,+,21169445,21179445,5.459953719437122,5.202739502906799,0.9528907698219757,Mixed,NSC
Zscan12,chr13,21362820,21372289,+,21352820,21362820,4.86950354796648,4.462791944166024,0.9164778093302138,Mixed,NSC
Zkscan3,chr13,21387003,21402755,-,21402755,21412755,3.4612287224531175,4.511104527066151,1.3033245962055182,Mixed,NSC
Pgbd1,chr13,21421275,21441058,-,21441058,21451058,5.156590577566623,4.624333561591308,0.8967812146477439,Mixed,NSC
Nkapl,chr13,21467047,21468509,-,21468509,21478509,4.192699905586243,4.857437511614958,1.1585464309389368,Mixed,NSC
Zkscan8,chr13,21513222,21531120,-,21531120,21541120,3.7699787331819534,4.784864908397197,1.2692020955669039,Mixed,NSC
H2bc13,chr13,21715763,21716143,-,21716143,21726143,3.607816434907913,5.01178085343043,1.3891451917947573,Mixed,NSC
H3c10,chr13,21717659,21718069,+,21707659,21717659,4.534404744875431,4.749133236761888,1.0473553870834167,Mixed,NSC
H2bc14,chr13,21722044,21722567,+,21712044,21722044,3.6902854098916054,4.442980244704088,1.2039665638855264,Mixed,NSC
H4c11,chr13,21735064,21735837,+,21725064,21735064,5.04688082638979,4.893457007881005,0.969600269198642,Mixed,NSC
H4c12,chr13,21750194,21750505,-,21750505,21760505,4.362503005743027,5.084815761913856,1.1655730105446207,Mixed,NSC
H2ac15,chr13,21753435,21753827,-,21753827,21763827,3.6137214314579964,4.330587710769971,1.1983734200072935,Mixed,NSC
H2bc15,chr13,21754123,21754503,+,21744123,21754123,3.780714576816559,5.197605653055509,1.3747680623465635,Mixed,NSC
H1f5,chr13,21779883,21780625,-,21780625,21790625,2.7929220379889013,4.117083578328292,1.4741133201458354,Mixed,NSC
H3c11,chr13,21782960,21783370,-,21783370,21793370,3.036096701383591,3.9467626609206197,1.2999462958877515,Mixed,NSC
Zfp184,chr13,21945094,21960779,+,21935094,21945094,3.8403433411121375,4.163262655901909,1.0840860532788343,Mixed,NSC
Pom121l2,chr13,21981194,21988734,+,21971194,21981194,4.506374005246162,4.878125234810511,1.0824945353252016,Mixed,NSC
